lemmas,pred_stems,pred_suffixes,test_stems,test_suffixes
antedesˈiɾ,antediɡ,a,antedis,e
antedesˈiɾ,antediɡ,a,antedis,e
antedesˈiɾ,antediɡ,a,antedis,e
antedesˈiɾ,antediɡ,a,antedis,e
antedesˈiɾ,antediɡ,a,antedis,e
antedesˈiɾ,antediɡ,a,antedis,e
antedesˈiɾ,antediɡ,a,antedis,e
antedesˈiɾ,antedis,ajs,antediɡ,ajs
antedesˈiɾ,antedes,imos,antediɡ,ajs
antedesˈiɾ,antedis,ejs,antediɡ,ajs
antedesˈiɾ,antedis,a,antediɡ,ajs
antedesˈiɾ,antedis,ejs,antediɡ,ajs
antedesˈiɾ,antedis,ejs,antediɡ,ajs
antedesˈiɾ,antedis,ejs,antediɡ,ajs
antedesˈiɾ,antedis,ejs,antediɡ,ajs
antedesˈiɾ,antedis,ejs,antediɡ,ajs
antedesˈiɾ,antedis,ejs,antediɡ,ajs
antedesˈiɾ,antedis,ejs,antediɡ,ajs
antedesˈiɾ,antedis,ejs,antediɡ,ajs
antedesˈiɾ,antedis,ejs,antediɡ,ajs
antedesˈiɾ,antedis,ejs,antediɡ,ajs
antedesˈiɾ,antedis,ejs,antediɡ,ajs
antedesˈiɾ,antedis,ejs,antediɡ,ajs
antedesˈiɾ,antedis,ejs,antediɡ,ajs
antedesˈiɾ,antedis,ejs,antediɡ,ajs
antedesˈiɾ,antedis,ejs,antediɡ,ajs
antedesˈiɾ,antedis,ejs,antediɡ,ajs
antedesˈiɾ,antedis,ejs,antediɡ,ajs
antedesˈiɾ,antedis,ejs,antediɡ,ajs
antedesˈiɾ,antedis,ejs,antediɡ,ajs
antedesˈiɾ,antedis,ejs,antediɡ,ajs
antedesˈiɾ,antedis,ejs,antediɡ,ajs
antedesˈiɾ,antedis,ejs,antediɡ,ajs
antedesˈiɾ,antedis,ejs,antediɡ,ajs
antedesˈiɾ,antedis,ejs,antediɡ,ajs
antedesˈiɾ,antedis,ejs,antediɡ,ajs
antedesˈiɾ,antedis,ejs,antediɡ,ajs
antedesˈiɾ,antedis,ejs,antediɡ,ajs
antedesˈiɾ,antedis,ejs,antediɡ,ajs
antedesˈiɾ,antedis,ejs,antediɡ,ajs
antedesˈiɾ,antedis,ejs,antediɡ,ajs
antedesˈiɾ,antedis,ejs,antediɡ,ajs
antedesˈiɾ,antedis,ejs,antediɡ,ajs
antedesˈiɾ,antedis,ejs,antediɡ,ajs
antedesˈiɾ,antedis,ejs,antediɡ,ajs
antedesˈiɾ,antedis,ejs,antediɡ,ajs
antedesˈiɾ,antedis,ejs,antediɡ,ajs
antedesˈiɾ,antediɡ,ejs,antediɡ,ajs
antedesˈiɾ,antediɡ,ejs,antediɡ,ajs
antedesˈiɾ,antediɡ,ejs,antediɡ,ajs
antedesˈiɾ,antediɡ,ejs,antediɡ,ajs
antedesˈiɾ,antediɡ,ejs,antediɡ,ajs
antedesˈiɾ,antediɡ,ejs,antediɡ,ajs
antedesˈiɾ,antediɡ,ejs,antediɡ,ajs
antedesˈiɾ,antediɡ,ejs,antediɡ,ajs
antedesˈiɾ,antediɡ,ejs,antediɡ,ajs
antedesˈiɾ,antediɡ,ejs,antediɡ,ajs
antedesˈiɾ,antediɡ,ejs,antediɡ,ajs
antedesˈiɾ,antediɡ,ejs,antediɡ,ajs
antedesˈiɾ,antediɡ,ejs,antediɡ,ajs
antedesˈiɾ,antediɡ,ejs,antediɡ,ajs
antedesˈiɾ,antediɡ,ejs,antediɡ,ajs
antedesˈiɾ,antedis,amos,antediɡ,amos
antedesˈiɾ,antedes,imos,antediɡ,amos
antedesˈiɾ,antedes,imos,antediɡ,amos
antedesˈiɾ,antedis,a,antediɡ,amos
antedesˈiɾ,antedis,emos,antediɡ,amos
antedesˈiɾ,antedis,emos,antediɡ,amos
antedesˈiɾ,antedis,emos,antediɡ,amos
antedesˈiɾ,antedis,emos,antediɡ,amos
antedesˈiɾ,antedis,emos,antediɡ,amos
antedesˈiɾ,antedis,emos,antediɡ,amos
antedesˈiɾ,antedis,emos,antediɡ,amos
antedesˈiɾ,antedis,emos,antediɡ,amos
antedesˈiɾ,antedis,emos,antediɡ,amos
antedesˈiɾ,antedis,emos,antediɡ,amos
antedesˈiɾ,antedis,emos,antediɡ,amos
antedesˈiɾ,antedis,emos,antediɡ,amos
antedesˈiɾ,antedis,emos,antediɡ,amos
antedesˈiɾ,antedis,emos,antediɡ,amos
antedesˈiɾ,antedis,emos,antediɡ,amos
antedesˈiɾ,antedis,emos,antediɡ,amos
antedesˈiɾ,antedis,emos,antediɡ,amos
antedesˈiɾ,antedisj,emos,antediɡ,amos
antedesˈiɾ,antedis,emos,antediɡ,amos
antedesˈiɾ,antedis,emos,antediɡ,amos
antedesˈiɾ,antedis,emos,antediɡ,amos
antedesˈiɾ,antedis,emos,antediɡ,amos
antedesˈiɾ,antedis,emos,antediɡ,amos
antedesˈiɾ,antedis,emos,antediɡ,amos
antedesˈiɾ,antedis,emos,antediɡ,amos
antedesˈiɾ,antedis,emos,antediɡ,amos
antedesˈiɾ,antedis,emos,antediɡ,amos
antedesˈiɾ,antedis,emos,antediɡ,amos
antedesˈiɾ,antedis,emos,antediɡ,amos
antedesˈiɾ,antedis,emos,antediɡ,amos
antedesˈiɾ,antedis,emos,antediɡ,amos
antedesˈiɾ,antedis,emos,antediɡ,amos
antedesˈiɾ,antedis,emos,antediɡ,amos
antedesˈiɾ,antedis,emos,antediɡ,amos
antedesˈiɾ,antedis,emos,antediɡ,amos
antedesˈiɾ,antedis,emos,antediɡ,amos
antedesˈiɾ,antediɡ,emos,antediɡ,amos
antedesˈiɾ,antediɡ,emos,antediɡ,amos
antedesˈiɾ,antediɡ,emos,antediɡ,amos
antedesˈiɾ,antediɡ,emos,antediɡ,amos
antedesˈiɾ,antediɡ,emos,antediɡ,amos
antedesˈiɾ,antediɡ,emos,antediɡ,amos
antedesˈiɾ,antediɡ,emos,antediɡ,amos
antedesˈiɾ,antediɡ,emos,antediɡ,amos
antedesˈiɾ,antediɡ,emos,antediɡ,amos
antedesˈiɾ,antediɡ,emos,antediɡ,amos
antedesˈiɾ,antediɡ,emos,antediɡ,amos
antedesˈiɾ,antediɡ,es,antediɡ,amos
antedesˈiɾ,antediɡ,emos,antediɡ,amos
antedesˈiɾ,,,antediɡ,amos
antedesˈiɾ,,,antediɡ,amos
antedesˈiɾ,antedis,en,antediɡ,an
antedesˈiɾ,antedis,an,antediɡ,an
antedesˈiɾ,antedis,en,antediɡ,an
antedesˈiɾ,antedis,an,antediɡ,an
antedesˈiɾ,antedis,en,antediɡ,an
antedesˈiɾ,antedis,en,antediɡ,an
antedesˈiɾ,antedis,en,antediɡ,an
antedesˈiɾ,antedis,en,antediɡ,an
antedesˈiɾ,antedis,en,antediɡ,an
antedesˈiɾ,antedis,en,antediɡ,an
antedesˈiɾ,antedis,an,antediɡ,an
antedesˈiɾ,antedis,en,antediɡ,an
antedesˈiɾ,antedis,en,antediɡ,an
antedesˈiɾ,antedis,en,antediɡ,an
antedesˈiɾ,antedis,en,antediɡ,an
antedesˈiɾ,antedis,en,antediɡ,an
antedesˈiɾ,antedis,en,antediɡ,an
antedesˈiɾ,antedis,en,antediɡ,an
antedesˈiɾ,antedis,en,antediɡ,an
antedesˈiɾ,antedis,en,antediɡ,an
antedesˈiɾ,antedis,en,antediɡ,an
antedesˈiɾ,antedis,en,antediɡ,an
antedesˈiɾ,antedis,en,antediɡ,an
antedesˈiɾ,antedis,en,antediɡ,an
antedesˈiɾ,antedis,en,antediɡ,an
antedesˈiɾ,antedis,en,antediɡ,an
antedesˈiɾ,antedis,en,antediɡ,an
antedesˈiɾ,antedis,en,antediɡ,an
antedesˈiɾ,antedis,en,antediɡ,an
antedesˈiɾ,antedis,en,antediɡ,an
antedesˈiɾ,antedis,en,antediɡ,an
antedesˈiɾ,antedis,en,antediɡ,an
antedesˈiɾ,antedis,en,antediɡ,an
antedesˈiɾ,antedis,en,antediɡ,an
antedesˈiɾ,antedis,en,antediɡ,an
antedesˈiɾ,antedis,en,antediɡ,an
antedesˈiɾ,antedis,en,antediɡ,an
antedesˈiɾ,antedis,en,antediɡ,an
antedesˈiɾ,antedis,en,antediɡ,an
antedesˈiɾ,antedis,en,antediɡ,an
antedesˈiɾ,antediɡ,en,antediɡ,an
antedesˈiɾ,antediɡ,en,antediɡ,an
antedesˈiɾ,antediɡ,en,antediɡ,an
antedesˈiɾ,antediɡ,en,antediɡ,an
antedesˈiɾ,antediɡ,en,antediɡ,an
antedesˈiɾ,antediɡ,en,antediɡ,an
antedesˈiɾ,antediɡ,en,antediɡ,an
antedesˈiɾ,antediɡ,en,antediɡ,an
antedesˈiɾ,antediɡ,en,antediɡ,an
antedesˈiɾ,antediɡ,en,antediɡ,an
antedesˈiɾ,antediɡ,en,antediɡ,an
antedesˈiɾ,antediɡ,en,antediɡ,an
antedesˈiɾ,antediɡ,en,antediɡ,an
antedesˈiɾ,antediɡ,en,antediɡ,an
antedesˈiɾ,antediɡ,en,antediɡ,an
antedesˈiɾ,antedis,ajs,antediɡ,as
antedesˈiɾ,antedis,as,antediɡ,as
antedesˈiɾ,antedis,as,antediɡ,as
antedesˈiɾ,antedis,a,antediɡ,as
antedesˈiɾ,antedis,es,antediɡ,as
antedesˈiɾ,antedis,es,antediɡ,as
antedesˈiɾ,antedis,es,antediɡ,as
antedesˈiɾ,antedis,es,antediɡ,as
antedesˈiɾ,antedis,es,antediɡ,as
antedesˈiɾ,antedis,es,antediɡ,as
antedesˈiɾ,antedis,es,antediɡ,as
antedesˈiɾ,antedis,as,antediɡ,as
antedesˈiɾ,antedis,a,antediɡ,as
antedesˈiɾ,antedis,es,antediɡ,as
antedesˈiɾ,antedis,es,antediɡ,as
antedesˈiɾ,antedis,es,antediɡ,as
antedesˈiɾ,antedis,es,antediɡ,as
antedesˈiɾ,antedis,es,antediɡ,as
antedesˈiɾ,antedis,es,antediɡ,as
antedesˈiɾ,antedis,as,antediɡ,as
antedesˈiɾ,antedis,a,antediɡ,as
antedesˈiɾ,antedisj,ejs,antediɡ,as
antedesˈiɾ,antedis,es,antediɡ,as
antedesˈiɾ,antedis,es,antediɡ,as
antedesˈiɾ,antedis,es,antediɡ,as
antedesˈiɾ,antedis,es,antediɡ,as
antedesˈiɾ,antedis,es,antediɡ,as
antedesˈiɾ,antedis,a,antediɡ,as
antedesˈiɾ,antedis,es,antediɡ,as
antedesˈiɾ,antedis,es,antediɡ,as
antedesˈiɾ,antedis,es,antediɡ,as
antedesˈiɾ,antedis,es,antediɡ,as
antedesˈiɾ,antedis,es,antediɡ,as
antedesˈiɾ,antedis,es,antediɡ,as
antedesˈiɾ,antedis,es,antediɡ,as
antedesˈiɾ,antedis,es,antediɡ,as
antedesˈiɾ,antedis,es,antediɡ,as
antedesˈiɾ,antedis,es,antediɡ,as
antedesˈiɾ,antedis,es,antediɡ,as
antedesˈiɾ,antedis,es,antediɡ,as
antedesˈiɾ,antediɡ,es,antediɡ,as
antedesˈiɾ,antediɡ,es,antediɡ,as
antedesˈiɾ,antediɡ,es,antediɡ,as
antedesˈiɾ,antediɡ,es,antediɡ,as
antedesˈiɾ,antediɡ,es,antediɡ,as
antedesˈiɾ,antediɡ,es,antediɡ,as
antedesˈiɾ,antediɡ,es,antediɡ,as
antedesˈiɾ,antediɡ,es,antediɡ,as
antedesˈiɾ,antediɡ,es,antediɡ,as
antedesˈiɾ,antediɡ,es,antediɡ,as
antedesˈiɾ,antediɡ,es,antediɡ,as
antedesˈiɾ,antediɡ,es,antediɡ,as
antedesˈiɾ,antediɡ,es,antediɡ,as
antedesˈiɾ,antediɡ,es,antediɡ,as
antedesˈiɾ,antediɡ,es,antediɡ,as
antedesˈiɾ,antedis,ajs,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,a,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,a,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,a,antediɡ,a
antedesˈiɾ,antedisj,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,a,antediɡ,a
antedesˈiɾ,antedisj,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antediɡ,e,antediɡ,a
antedesˈiɾ,antediɡ,e,antediɡ,a
antedesˈiɾ,antediɡ,e,antediɡ,a
antedesˈiɾ,antediɡ,e,antediɡ,a
antedesˈiɾ,antediɡ,e,antediɡ,a
antedesˈiɾ,antediɡ,e,antediɡ,a
antedesˈiɾ,antediɡ,e,antediɡ,a
antedesˈiɾ,antediɡ,e,antediɡ,a
antedesˈiɾ,antediɡ,e,antediɡ,a
antedesˈiɾ,antediɡ,e,antediɡ,a
antedesˈiɾ,antediɡ,e,antediɡ,a
antedesˈiɾ,antediɡ,e,antediɡ,a
antedesˈiɾ,antediɡ,e,antediɡ,a
antedesˈiɾ,antediɡ,e,antediɡ,a
antedesˈiɾ,antediɡ,e,antediɡ,a
antedesˈiɾ,antedis,ajs,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,a,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,a,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
antedesˈiɾ,antedis,e,antediɡ,a
