condition,run,model,prediction_status,frequency,triples,prediction,test,memgen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",eruman,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",eruman,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbeɾan,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbeɾan,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",eruman,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",eruman,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",eruman,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",eruman,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",eruman,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbeɾan,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbeɾan,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbeɾan,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbeɾan,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbeɾan,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbeɾan,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbeɾan,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbeɾan,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbeɾan,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbeɾan,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",eruman,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",eruman,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",eruman,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",eruman,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",eruman,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",eruman,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",eruman,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",eruman,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",eruman,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",eruman,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",eruman,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbaɾas,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbeɾas,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbaɾas,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbeɾas,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbeɾas,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbeɾas,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbeɾas,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbeɾas,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbeɾas,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbeɾas,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbaɾas,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbaɾas,erumbɾan,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbeɾas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbaɾas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbeɾas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbeɾas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbeɾas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbeɾas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbeɾas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbeɾas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbeɾas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbeɾas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbeɾas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbeɾas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbeɾas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbeɾas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,1,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbɾas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,1,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbɾas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumas,erumbɾas,gen
90L_10NL,2,90L_10NL_2_3,0,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbaɾa,erumbɾas,gen
