form,lemma,lemma_sf
palidˈesen,palidesˈeɾ,s
desapaɾesˈemos,desapaɾesˈeɾ,s
desaɡɾadeskˈamos,desaɡɾadesˈeɾ,s
abstɾˈaes,abstɾaˈeɾ,
padˈese,padesˈeɾ,s
ɾestɾˈinçes,ɾestɾinçˈiɾ,nç
siɾkunbenˈimos,siɾkunbenˈiɾ,n
sˈalen,salˈiɾ,l
pɾoponɡˈajs,pɾoponˈeɾ,n
konbensˈejs,konbensˈeɾ,ns
despaɾˈese,despaɾesˈeɾ,s
pɾoponɡˈamos,pɾoponˈeɾ,n
xakˈajs,xakˈiɾ,k
dedˈuskas,dedusˈiɾ,s
enmoˈesen,enmoesˈeɾ,s
debenˈis,debenˈiɾ,n
amanˈeses,amanesˈeɾ,s
sobɾekˈoxa,sobɾekoçˈeɾ,ç
indˈuse,indusˈiɾ,s
konbensˈemos,konbensˈeɾ,ns
debjˈene,debenˈiɾ,n
maldˈiɡo,maldesˈiɾ,s
desbanesˈejs,desbanesˈeɾ,s
indusˈimos,indusˈiɾ,s
siɾkunbjˈenen,siɾkunbenˈiɾ,n
ɾekˈoçes,ɾekoçˈeɾ,ç
fˈunxan,funçˈiɾ,nç
desfaboɾˈeska,desfaboɾesˈeɾ,s
enɾikˈese,enɾikesˈeɾ,s
despaɾˈeskan,despaɾesˈeɾ,s
punçˈis,punçˈiɾ,nç
ɾekɾudesˈemos,ɾekɾudesˈeɾ,s
kontɾadˈiɡas,kontɾadesˈiɾ,s
lˈuskas,lusˈiɾ,s
abenˈis,abenˈiɾ,n
pɾobjˈene,pɾobenˈiɾ,n
desapaɾesˈejs,desapaɾesˈeɾ,s
korixˈamos,koreçˈiɾ,ç
despaɾˈeses,despaɾesˈeɾ,s
desaɡɾadeskˈajs,desaɡɾadesˈeɾ,s
enmoesˈemos,enmoesˈeɾ,s
emˈeɾçen,emeɾçˈeɾ,ɾç
padˈesko,padesˈeɾ,s
elixˈamos,eliçˈiɾ,ç
enɾikesˈemos,enɾikesˈeɾ,s
debenˈimos,debenˈiɾ,n
pˈunçe,punçˈiɾ,nç
kontjˈene,kontenˈeɾ,n
elˈixan,eliçˈiɾ,ç
ɾefˈulçe,ɾefulçˈiɾ,lç
kontɾadˈiɡa,kontɾadesˈiɾ,s
mˈulxo,mulçˈeɾ,lç
siɾkunbenˈis,siɾkunbenˈiɾ,n
enɾikˈesko,enɾikesˈeɾ,s
ataɾdˈeskas,ataɾdesˈeɾ,s
enlusˈis,enlusˈiɾ,s
desluskˈajs,deslusˈiɾ,s
enfuɾesˈejs,enfuɾesˈeɾ,s
deslˈuses,deslusˈiɾ,s
korˈixas,koreçˈiɾ,ç
mˈulsa,mulsˈeɾ,ls
sˈale,salˈiɾ,l
padesˈemos,padesˈeɾ,s
ɾefˈulxas,ɾefulçˈiɾ,lç
unsˈajs,unsˈiɾ,ns
adʃˈaskan,adʃasˈeɾ,s
pɾobenɡˈajs,pɾobenˈiɾ,n
astɾˈinçen,astɾinçˈiɾ,nç
enfuɾeskˈajs,enfuɾesˈeɾ,s
kˈoxo,koçˈeɾ,ç
ɡwaɾˈeskan,ɡwaɾesˈeɾ,s
fˈunçe,funçˈiɾ,nç
pɾoponˈejs,pɾoponˈeɾ,n
pɾobjˈenen,pɾobenˈiɾ,n
despaɾˈeska,despaɾesˈeɾ,s
aflˈiçes,afliçˈiɾ,ç
enseɡˈesko,enseɡesˈeɾ,s
fˈunxo,funçˈiɾ,nç
emˈeɾxas,emeɾçˈeɾ,ɾç
tɾasponˈemos,tɾasponˈeɾ,n
sobɾekˈoxas,sobɾekoçˈeɾ,ç
amaneskˈajs,amanesˈeɾ,s
ˈunsan,unsˈiɾ,ns
amanˈeska,amanesˈeɾ,s
konbensˈajs,konbensˈeɾ,ns
sobɾekˈoçe,sobɾekoçˈeɾ,ç
ɾekompˈonen,ɾekomponˈeɾ,n
pˈunxan,punçˈiɾ,nç
enmoˈeses,enmoesˈeɾ,s
kˈoxan,koçˈeɾ,ç
enlˈusen,enlusˈiɾ,s
enneɡɾesˈemos,enneɡɾesˈeɾ,s
pɾobjˈenes,pɾobenˈiɾ,n
fˈunçen,funçˈiɾ,nç
ɾefulxˈajs,ɾefulçˈiɾ,lç
ɾetˈenɡa,ɾetenˈeɾ,n
enbanˈesko,enbanesˈeɾ,s
kontɾadˈises,kontɾadesˈiɾ,s
astɾˈinçes,astɾinçˈiɾ,nç
konbˈensen,konbensˈeɾ,ns
tɾaspˈones,tɾasponˈeɾ,n
ataɾdˈesen,ataɾdesˈeɾ,s
ɾekɾudˈesen,ɾekɾudesˈeɾ,s
mˈulso,mulsˈeɾ,ls
ɡwaɾesˈemos,ɡwaɾesˈeɾ,s
enlˈuses,enlusˈiɾ,s
abenɡˈamos,abenˈiɾ,n
elˈixa,eliçˈiɾ,ç
enɾikˈesen,enɾikesˈeɾ,s
xakˈamos,xakˈiɾ,k
kontjˈenen,kontenˈeɾ,n
enaɾdˈeskas,enaɾdesˈeɾ,s
ɾekˈoxa,ɾekoçˈeɾ,ç
ˈunsa,unsˈiɾ,ns
kompˈone,komponˈeɾ,n
eliçˈis,eliçˈiɾ,ç
fˈunxas,funçˈiɾ,nç
enfuɾeskˈamos,enfuɾesˈeɾ,s
mulçˈejs,mulçˈeɾ,lç
mulçˈemos,mulçˈeɾ,lç
koleçˈis,koleçˈiɾ,ç
tɾaspˈonɡas,tɾasponˈeɾ,n
enneɡɾeskˈajs,enneɡɾesˈeɾ,s
ɾefˈulxa,ɾefulçˈiɾ,lç
desaɡɾadˈese,desaɡɾadesˈeɾ,s
debˈenɡa,debenˈiɾ,n
mˈulsen,mulsˈeɾ,ls
ɾekoxˈajs,ɾekoçˈeɾ,ç
astɾinçˈimos,astɾinçˈiɾ,nç
ɡwaɾˈesen,ɡwaɾesˈeɾ,s
mulsˈajs,mulsˈeɾ,ls
ɾekomponɡˈamos,ɾekomponˈeɾ,n
enlˈuskan,enlusˈiɾ,s
aflixˈajs,afliçˈiɾ,ç
ɾestɾˈinxan,ɾestɾinçˈiɾ,nç
komponˈemos,komponˈeɾ,n
ˈunses,unsˈiɾ,ns
adʃˈaska,adʃasˈeɾ,s
enfuɾˈeskan,enfuɾesˈeɾ,s
ɾekɾudˈesko,ɾekɾudesˈeɾ,s
kontɾadˈiɡo,kontɾadesˈiɾ,s
kontjˈenes,kontenˈeɾ,n
unsˈamos,unsˈiɾ,ns
pɾopˈonɡo,pɾoponˈeɾ,n
enlˈuska,enlusˈiɾ,s
siɾkunbenɡˈajs,siɾkunbenˈiɾ,n
abstɾˈaen,abstɾaˈeɾ,
ataɾdesˈejs,ataɾdesˈeɾ,s
desaɡɾadˈeska,desaɡɾadesˈeɾ,s
korˈiçen,koreçˈiɾ,ç
elixˈajs,eliçˈiɾ,ç
desapaɾˈeses,desapaɾesˈeɾ,s
amanˈeskan,amanesˈeɾ,s
korixˈajs,koreçˈiɾ,ç
sobɾekˈoxan,sobɾekoçˈeɾ,ç
emˈeɾxo,emeɾçˈeɾ,ɾç
enseɡˈeskan,enseɡesˈeɾ,s
pɾopˈonɡas,pɾoponˈeɾ,n
konbensˈamos,konbensˈeɾ,ns
tɾaspˈonɡo,tɾasponˈeɾ,n
sˈalɡas,salˈiɾ,l
enmoesˈejs,enmoesˈeɾ,s
tɾaspˈonɡan,tɾasponˈeɾ,n
pɾobˈenɡo,pɾobenˈiɾ,n
indˈuskan,indusˈiɾ,s
kolˈixa,koleçˈiɾ,ç
desaɡɾadˈeskan,desaɡɾadesˈeɾ,s
deslˈuska,deslusˈiɾ,s
kompˈonɡas,komponˈeɾ,n
emˈeɾxan,emeɾçˈeɾ,ɾç
induskˈajs,indusˈiɾ,s
mulsˈemos,mulsˈeɾ,ls
maldˈiɡas,maldesˈiɾ,s
koxˈajs,koçˈeɾ,ç
kˈoçe,koçˈeɾ,ç
afliçˈimos,afliçˈiɾ,ç
adʃaskˈajs,adʃasˈeɾ,s
astɾinçˈis,astɾinçˈiɾ,nç
maldˈiɡa,maldesˈiɾ,s
ɾekɾudˈeses,ɾekɾudesˈeɾ,s
sˈales,salˈiɾ,l
konˈose,konosˈeɾ,s
enmoˈese,enmoesˈeɾ,s
maldˈises,maldesˈiɾ,s
enaɾdeskˈajs,enaɾdesˈeɾ,s
lˈuse,lusˈiɾ,s
enfuɾˈeska,enfuɾesˈeɾ,s
sˈalɡo,salˈiɾ,l
astɾˈinçe,astɾinçˈiɾ,nç
desfaboɾˈesko,desfaboɾesˈeɾ,s
pɾopˈone,pɾoponˈeɾ,n
ɾekˈoxo,ɾekoçˈeɾ,ç
enbanˈeska,enbanesˈeɾ,s
desapaɾˈesen,desapaɾesˈeɾ,s
siɾkunbˈenɡas,siɾkunbenˈiɾ,n
debenɡˈajs,debenˈiɾ,n
desapaɾˈese,desapaɾesˈeɾ,s
adʃˈase,adʃasˈeɾ,s
ataɾdˈeses,ataɾdesˈeɾ,s
siɾkunbˈenɡan,siɾkunbenˈiɾ,n
unsˈis,unsˈiɾ,ns
enbanˈese,enbanesˈeɾ,s
koleçˈimos,koleçˈiɾ,ç
enluskˈamos,enlusˈiɾ,s
aflˈiçen,afliçˈiɾ,ç
maldiɡˈamos,maldesˈiɾ,s
enɾikeskˈajs,enɾikesˈeɾ,s
maldesˈimos,maldesˈiɾ,s
konoskˈajs,konosˈeɾ,s
ˈunsen,unsˈiɾ,ns
fˈunxa,funçˈiɾ,nç
maldˈisen,maldesˈiɾ,s
ɾekˈoxas,ɾekoçˈeɾ,ç
sobɾekˈoçes,sobɾekoçˈeɾ,ç
desfaboɾˈeses,desfaboɾesˈeɾ,s
deskosˈemos,deskosˈeɾ,s
tɾasponɡˈamos,tɾasponˈeɾ,n
sobɾekoxˈamos,sobɾekoçˈeɾ,ç
enlˈusko,enlusˈiɾ,s
konˈosko,konosˈeɾ,s
abˈenɡan,abenˈiɾ,n
padesˈejs,padesˈeɾ,s
ataɾdeskˈajs,ataɾdesˈeɾ,s
enneɡɾˈeses,enneɡɾesˈeɾ,s
padˈesen,padesˈeɾ,s
ɾekɾudˈese,ɾekɾudesˈeɾ,s
enseɡˈesen,enseɡesˈeɾ,s
padˈeskan,padesˈeɾ,s
desfaboɾˈeskas,desfaboɾesˈeɾ,s
desapaɾˈeskas,desapaɾesˈeɾ,s
tɾaspˈonen,tɾasponˈeɾ,n
deslˈusen,deslusˈiɾ,s
abˈenɡas,abenˈiɾ,n
pˈunçen,punçˈiɾ,nç
enbanˈeses,enbanesˈeɾ,s
palidˈeskan,palidesˈeɾ,s
mˈulxan,mulçˈeɾ,lç
enfuɾˈeses,enfuɾesˈeɾ,s
pɾobenɡˈamos,pɾobenˈiɾ,n
kˈoxa,koçˈeɾ,ç
ɾekomponɡˈajs,ɾekomponˈeɾ,n
abstɾˈajɡa,abstɾaˈeɾ,
mˈulse,mulsˈeɾ,ls
desfaboɾeskˈamos,desfaboɾesˈeɾ,s
pˈunçes,punçˈiɾ,nç
amanˈesko,amanesˈeɾ,s
desbanˈeskan,desbanesˈeɾ,s
unsˈimos,unsˈiɾ,ns
salɡˈamos,salˈiɾ,l
punxˈamos,punçˈiɾ,nç
ɾetˈenɡo,ɾetenˈeɾ,n
koreçˈimos,koreçˈiɾ,ç
konbˈenso,konbensˈeɾ,ns
ˈunso,unsˈiɾ,ns
enaɾdeskˈamos,enaɾdesˈeɾ,s
astɾˈinxa,astɾinçˈiɾ,nç
ɡwaɾˈeses,ɡwaɾesˈeɾ,s
deskosˈajs,deskosˈeɾ,s
desapaɾˈeskan,desapaɾesˈeɾ,s
desbanˈeskas,desbanesˈeɾ,s
konbˈensa,konbensˈeɾ,ns
desbanˈeska,desbanesˈeɾ,s
elˈixo,eliçˈiɾ,ç
enlusˈimos,enlusˈiɾ,s
desbanesˈemos,desbanesˈeɾ,s
enaɾdesˈejs,enaɾdesˈeɾ,s
deslˈuskas,deslusˈiɾ,s
kontɾadesˈis,kontɾadesˈiɾ,s
punxˈajs,punçˈiɾ,nç
luskˈajs,lusˈiɾ,s
indˈuskas,indusˈiɾ,s
enaɾdˈesko,enaɾdesˈeɾ,s
konˈoskan,konosˈeɾ,s
abstɾˈae,abstɾaˈeɾ,
padeskˈajs,padesˈeɾ,s
deduskˈamos,dedusˈiɾ,s
abenɡˈajs,abenˈiɾ,n
ɾekɾudeskˈajs,ɾekɾudesˈeɾ,s
palidˈeskas,palidesˈeɾ,s
ɾestɾinxˈajs,ɾestɾinçˈiɾ,nç
pɾopˈonɡa,pɾoponˈeɾ,n
xˈako,xakˈiɾ,k
konbˈenses,konbensˈeɾ,ns
elˈixas,eliçˈiɾ,ç
astɾinxˈamos,astɾinçˈiɾ,nç
ɾetjˈene,ɾetenˈeɾ,n
adʃasˈemos,adʃasˈeɾ,s
ɾefulçˈis,ɾefulçˈiɾ,lç
siɾkunbjˈene,siɾkunbenˈiɾ,n
mˈulsan,mulsˈeɾ,ls
ataɾdesˈemos,ataɾdesˈeɾ,s
abˈenɡo,abenˈiɾ,n
palidesˈejs,palidesˈeɾ,s
sobɾekˈoxo,sobɾekoçˈeɾ,ç
enmoˈesko,enmoesˈeɾ,s
lˈuska,lusˈiɾ,s
mˈulsas,mulsˈeɾ,ls
ɾekoçˈejs,ɾekoçˈeɾ,ç
enmoˈeskan,enmoesˈeɾ,s
enseɡˈese,enseɡesˈeɾ,s
sˈalɡa,salˈiɾ,l
ɾekɾudˈeskas,ɾekɾudesˈeɾ,s
xˈakas,xakˈiɾ,k
konˈoses,konosˈeɾ,s
abstɾˈajɡan,abstɾaˈeɾ,
ɡwaɾˈeskas,ɡwaɾesˈeɾ,s
desbaneskˈajs,desbanesˈeɾ,s
emeɾçˈemos,emeɾçˈeɾ,ɾç
mulxˈamos,mulçˈeɾ,lç
enaɾdˈesen,enaɾdesˈeɾ,s
ɾekɾudeskˈamos,ɾekɾudesˈeɾ,s
despaɾeskˈajs,despaɾesˈeɾ,s
desbanˈese,desbanesˈeɾ,s
xˈakan,xakˈiɾ,k
ɾestɾinxˈamos,ɾestɾinçˈiɾ,nç
adʃˈasko,adʃasˈeɾ,s
sˈalɡan,salˈiɾ,l
pɾobenˈimos,pɾobenˈiɾ,n
enɾikˈeskas,enɾikesˈeɾ,s
desfaboɾˈese,desfaboɾesˈeɾ,s
fˈunçes,funçˈiɾ,nç
pɾobˈenɡan,pɾobenˈiɾ,n
enneɡɾˈeskas,enneɡɾesˈeɾ,s
tɾasponɡˈajs,tɾasponˈeɾ,n
enfuɾˈese,enfuɾesˈeɾ,s
astɾinxˈajs,astɾinçˈiɾ,nç
enmoeskˈajs,enmoesˈeɾ,s
elˈiçes,eliçˈiɾ,ç
enmoeskˈamos,enmoesˈeɾ,s
koxˈamos,koçˈeɾ,ç
mulsˈejs,mulsˈeɾ,ls
eliçˈimos,eliçˈiɾ,ç
padˈeska,padesˈeɾ,s
emˈeɾçes,emeɾçˈeɾ,ɾç
lˈuses,lusˈiɾ,s
pˈunxa,punçˈiɾ,nç
kolˈiçe,koleçˈiɾ,ç
mulsˈamos,mulsˈeɾ,ls
ataɾdˈeska,ataɾdesˈeɾ,s
mˈulçes,mulçˈeɾ,lç
desaɡɾadˈeses,desaɡɾadesˈeɾ,s
indˈuska,indusˈiɾ,s
ɾekɾudesˈejs,ɾekɾudesˈeɾ,s
aflˈixan,afliçˈiɾ,ç
enseɡeskˈamos,enseɡesˈeɾ,s
abˈenɡa,abenˈiɾ,n
despaɾesˈejs,despaɾesˈeɾ,s
enbanˈeskan,enbanesˈeɾ,s
desaɡɾadesˈejs,desaɡɾadesˈeɾ,s
despaɾˈesen,despaɾesˈeɾ,s
enɾikeskˈamos,enɾikesˈeɾ,s
ɡwaɾˈeska,ɡwaɾesˈeɾ,s
debˈenɡas,debenˈiɾ,n
konbˈensas,konbensˈeɾ,ns
kolˈiçen,koleçˈiɾ,ç
kˈoxas,koçˈeɾ,ç
enbanesˈejs,enbanesˈeɾ,s
emeɾxˈajs,emeɾçˈeɾ,ɾç
adʃˈases,adʃasˈeɾ,s
despaɾˈeskas,despaɾesˈeɾ,s
konoskˈamos,konosˈeɾ,s
balˈejs,balˈeɾ,l
enbanesˈemos,enbanesˈeɾ,s
ɡwaɾesˈejs,ɡwaɾesˈeɾ,s
kontɾadˈise,kontɾadesˈiɾ,s
palidˈese,palidesˈeɾ,s
ɾekˈoxan,ɾekoçˈeɾ,ç
adʃˈasen,adʃasˈeɾ,s
palidesˈemos,palidesˈeɾ,s
desfaboɾˈesen,desfaboɾesˈeɾ,s
maldesˈis,maldesˈiɾ,s
ɾetjˈenen,ɾetenˈeɾ,n
desfaboɾˈeskan,desfaboɾesˈeɾ,s
enbanˈeskas,enbanesˈeɾ,s
enbaneskˈajs,enbanesˈeɾ,s
enbaneskˈamos,enbanesˈeɾ,s
despaɾesˈemos,despaɾesˈeɾ,s
siɾkunbˈenɡa,siɾkunbenˈiɾ,n
ɾekˈoçe,ɾekoçˈeɾ,ç
amanˈese,amanesˈeɾ,s
dedˈusen,dedusˈiɾ,s
kontɾadesˈimos,kontɾadesˈiɾ,s
deskosˈejs,deskosˈeɾ,s
xakˈis,xakˈiɾ,k
pˈunxo,punçˈiɾ,nç
ɾekoçˈemos,ɾekoçˈeɾ,ç
ɾekompˈonɡo,ɾekomponˈeɾ,n
enɾikˈeska,enɾikesˈeɾ,s
kompˈonen,komponˈeɾ,n
ɾekompˈone,ɾekomponˈeɾ,n
ataɾdˈesko,ataɾdesˈeɾ,s
dedˈuska,dedusˈiɾ,s
maldiɡˈajs,maldesˈiɾ,s
mˈulxa,mulçˈeɾ,lç
dedˈusko,dedusˈiɾ,s
xakˈimos,xakˈiɾ,k
kolixˈamos,koleçˈiɾ,ç
lˈusen,lusˈiɾ,s
kˈoçes,koçˈeɾ,ç
amanesˈemos,amanesˈeɾ,s
desaɡɾadˈeskas,desaɡɾadesˈeɾ,s
kompˈonɡa,komponˈeɾ,n
korˈiçes,koreçˈiɾ,ç
deslusˈis,deslusˈiɾ,s
kontˈenɡo,kontenˈeɾ,n
ɾekɾudˈeska,ɾekɾudesˈeɾ,s
enseɡˈeskas,enseɡesˈeɾ,s
debenɡˈamos,debenˈiɾ,n
ɾefˈulxan,ɾefulçˈiɾ,lç
lusˈis,lusˈiɾ,s
ɾestɾˈinxas,ɾestɾinçˈiɾ,nç
ɾekɾudˈeskan,ɾekɾudesˈeɾ,s
padˈeses,padesˈeɾ,s
abenˈimos,abenˈiɾ,n
funxˈajs,funçˈiɾ,nç
debjˈenes,debenˈiɾ,n
korˈiçe,koreçˈiɾ,ç
dedusˈis,dedusˈiɾ,s
bˈalɡo,balˈeɾ,l
funçˈis,funçˈiɾ,nç
deskwˈesan,deskosˈeɾ,s
palideskˈajs,palidesˈeɾ,s
desaɡɾadˈesen,desaɡɾadesˈeɾ,s
konˈoskas,konosˈeɾ,s
komponɡˈajs,komponˈeɾ,n
desbanˈeses,desbanesˈeɾ,s
enneɡɾˈeskan,enneɡɾesˈeɾ,s
dedusˈimos,dedusˈiɾ,s
amanˈesen,amanesˈeɾ,s
konˈosen,konosˈeɾ,s
enfuɾˈesen,enfuɾesˈeɾ,s
kontˈenɡa,kontenˈeɾ,n
sobɾekˈoçen,sobɾekoçˈeɾ,ç
aflˈixo,afliçˈiɾ,ç
pɾobˈenɡas,pɾobenˈiɾ,n
kontɾadiɡˈamos,kontɾadesˈiɾ,s
ɾetjˈenes,ɾetenˈeɾ,n
ˈunse,unsˈiɾ,ns
enfuɾˈesko,enfuɾesˈeɾ,s
dedˈuses,dedusˈiɾ,s
desfaboɾesˈejs,desfaboɾesˈeɾ,s
funçˈimos,funçˈiɾ,nç
emeɾxˈamos,emeɾçˈeɾ,ɾç
enneɡɾˈesen,enneɡɾesˈeɾ,s
lˈusko,lusˈiɾ,s
bˈalɡa,balˈeɾ,l
aflˈiçe,afliçˈiɾ,ç
ˈunsas,unsˈiɾ,ns
luskˈamos,lusˈiɾ,s
koçˈejs,koçˈeɾ,ç
afliçˈis,afliçˈiɾ,ç
balˈemos,balˈeɾ,l
ɾestɾˈinçen,ɾestɾinçˈiɾ,nç
xˈaken,xakˈiɾ,k
mˈulses,mulsˈeɾ,ls
enaɾdˈeska,enaɾdesˈeɾ,s
ɾetenɡˈamos,ɾetenˈeɾ,n
palideskˈamos,palidesˈeɾ,s
desluskˈamos,deslusˈiɾ,s
deskosˈamos,deskosˈeɾ,s
deslˈusko,deslusˈiɾ,s
desfaboɾeskˈajs,desfaboɾesˈeɾ,s
adʃaskˈamos,adʃasˈeɾ,s
emˈeɾxa,emeɾçˈeɾ,ɾç
abstɾˈajɡo,abstɾaˈeɾ,
maldˈiɡan,maldesˈiɾ,s
deduskˈajs,dedusˈiɾ,s
indˈusen,indusˈiɾ,s
desapaɾˈeska,desapaɾesˈeɾ,s
aflixˈamos,afliçˈiɾ,ç
enneɡɾesˈejs,enneɡɾesˈeɾ,s
kolˈiçes,koleçˈiɾ,ç
funxˈamos,funçˈiɾ,nç
desapaɾeskˈamos,desapaɾesˈeɾ,s
bˈalɡas,balˈeɾ,l
induskˈamos,indusˈiɾ,s
pɾopˈonen,pɾoponˈeɾ,n
abjˈenes,abenˈiɾ,n
xˈaka,xakˈiɾ,k
enlˈuskas,enlusˈiɾ,s
ɡwaɾeskˈamos,ɡwaɾesˈeɾ,s
amaneskˈamos,amanesˈeɾ,s
ɾekompˈones,ɾekomponˈeɾ,n
konosˈejs,konosˈeɾ,s
salɡˈajs,salˈiɾ,l
kontenˈemos,kontenˈeɾ,n
ɾestɾˈinçe,ɾestɾinçˈiɾ,nç
sobɾekoçˈemos,sobɾekoçˈeɾ,ç
ɾekomponˈemos,ɾekomponˈeɾ,n
siɾkunbjˈenes,siɾkunbenˈiɾ,n
kompˈonɡan,komponˈeɾ,n
pɾobˈenɡa,pɾobenˈiɾ,n
desapaɾeskˈajs,desapaɾesˈeɾ,s
konosˈemos,konosˈeɾ,s
pɾoponˈemos,pɾoponˈeɾ,n
bˈalɡan,balˈeɾ,l
padeskˈamos,padesˈeɾ,s
korˈixa,koreçˈiɾ,ç
ɾestɾˈinxa,ɾestɾinçˈiɾ,nç
desbanˈesko,desbanesˈeɾ,s
korˈixo,koreçˈiɾ,ç
despaɾeskˈamos,despaɾesˈeɾ,s
enaɾdˈese,enaɾdesˈeɾ,s
amanesˈejs,amanesˈeɾ,s
kolˈixan,koleçˈiɾ,ç
emeɾçˈejs,emeɾçˈeɾ,ɾç
elˈiçe,eliçˈiɾ,ç
ataɾdˈese,ataɾdesˈeɾ,s
siɾkunbˈenɡo,siɾkunbenˈiɾ,n
kompˈones,komponˈeɾ,n
kontɾadiɡˈajs,kontɾadesˈiɾ,s
deslˈuskan,deslusˈiɾ,s
kolixˈajs,koleçˈiɾ,ç
sobɾekoxˈajs,sobɾekoçˈeɾ,ç
sobɾekoçˈejs,sobɾekoçˈeɾ,ç
ɾefˈulçen,ɾefulçˈiɾ,lç
ɾekoxˈamos,ɾekoçˈeɾ,ç
bˈale,balˈeɾ,l
deslusˈimos,deslusˈiɾ,s
ɾefulxˈamos,ɾefulçˈiɾ,lç
mˈulxas,mulçˈeɾ,lç
astɾˈinxan,astɾinçˈiɾ,nç
kontenɡˈajs,kontenˈeɾ,n
abstɾaˈemos,abstɾaˈeɾ,
balɡˈajs,balˈeɾ,l
mˈulçen,mulçˈeɾ,lç
kontˈenɡan,kontenˈeɾ,n
palidˈeses,palidesˈeɾ,s
