src1_sf,src2_sf,tgt_sf
s,s,ɡ
ç,x,x
sk,sk,sk
nɡ,nɡ,n
x,x,ç
s,sk,s
ç,x,ç
x,x,x
s,sk,sk
ɾç,ɾx,ɾx
sk,sk,s
sk,sk,sk
s,s,s
s,s,sk
n,nɡ,nɡ
s,sk,sk
,jɡ,
ɾç,ɾx,ɾç
nɡ,n,nɡ
s,sk,sk
s,sk,s
n,n,n
ɾs,ɾs,ɾs
nç,nx,nç
nɡ,n,nɡ
ɾs,ɾs,ɾs
s,s,sk
lç,lç,lç
s,sɡ,sɡ
s,sk,s
s,sk,sk
sk,sk,s
nɡ,nɡ,n
s,sk,sk
s,ɡ,s
s,sk,s
s,s,s
sk,sk,s
s,sk,sk
ɾs,ɾs,ɾs
nɡ,nɡ,n
,jɡ,jɡ
lɡ,lɡ,l
ns,ns,ns
sk,sk,sk
sk,sk,sk
ç,x,ç
sk,sk,s
ɾs,ɾs,ɾs
ɡ,ɡ,ɡ
ɾs,ɾs,ɾs
s,sk,sk
sk,sk,sk
s,s,s
s,sk,s
s,s,sk
,jɡ,
x,x,ç
s,s,sk
s,sk,s
x,x,ç
n,nɡ,nɡ
s,sk,sk
s,s,sk
sk,sk,s
s,sk,sk
s,sk,s
s,sk,sk
ɡ,ɡ,ɡ
ns,ns,ns
s,sk,sk
s,sk,s
ɾx,ɾx,ɾx
nɡ,n,nɡ
s,s,s
s,ɡ,ɡ
x,x,ç
nɡ,n,nɡ
nç,nx,nç
lç,lx,lç
s,ɡ,ɡ
s,s,s
sɡ,sɡ,sɡ
ç,x,ç
s,sk,s
sk,sk,s
s,s,s
nç,nx,nç
x,x,ç
nɡ,n,nɡ
s,sk,sk
n,nɡ,n
ɡ,ɡ,ɡ
s,s,sk
s,s,sk
ɾs,ɾs,ɾs
s,sk,sk
s,s,s
n,nɡ,nɡ
x,x,x
ç,x,ç
s,sk,sk
ç,x,x
sk,sk,s
x,x,ç
nx,nx,nx
sk,sk,sk
nɡ,n,n
nɡ,nɡ,nɡ
jɡ,jɡ,jɡ
sk,sk,s
s,sk,sk
s,s,sk
ls,ls,ls
s,sk,s
nɡ,nɡ,nɡ
s,s,s
sk,sk,s
s,sk,sk
s,sk,sk
s,sk,sk
nɡ,nɡ,nɡ
s,sɡ,sɡ
sk,sk,s
sk,sk,sk
nɡ,n,nɡ
n,nɡ,n
s,sk,sk
ɾç,ɾx,ɾç
s,s,sk
sk,sk,s
sk,sk,s
s,s,sk
s,sk,sk
nç,nx,nç
ç,x,x
s,s,sk
n,nɡ,nɡ
n,nɡ,nɡ
nk,nk,nk
s,sk,s
ç,x,x
ɡ,ɡ,ɡ
n,n,nɡ
s,sk,sk
jɡ,jɡ,
s,sk,sk
ɡ,ɡ,s
nɡ,n,nɡ
ç,x,ç
nç,nx,nx
ç,x,ç
s,ɡ,s
s,s,s
s,s,sɡ
sk,sk,sk
n,n,n
s,sk,sk
s,sk,sk
nɡ,nɡ,nɡ
s,ɡ,ɡ
nɡ,n,nɡ
n,nɡ,nɡ
ns,ns,ns
b,p,p
sɡ,s,sɡ
x,x,ç
s,sk,s
ɾç,ɾx,ɾç
s,ɡ,ɡ
s,sk,sk
nç,nç,nç
sk,sk,sk
n,n,n
nɡ,n,n
ns,ns,ns
s,sk,s
ç,ç,x
s,ɡ,ɡ
nɡ,nɡ,n
s,ɡ,ɡ
lx,lx,lx
nx,nx,nx
ɡ,ɡ,ɡ
s,s,s
ç,x,ç
s,sk,sk
nɡ,nɡ,n
ɾx,ɾx,ɾx
sk,sk,s
s,s,s
b,b,p
nx,nx,nç
nç,nx,nx
sk,sk,s
s,s,s
nk,nk,nk
s,sk,sk
,jɡ,jɡ
n,nɡ,nɡ
ç,x,ç
ns,ns,ns
s,ɡ,s
nɡ,nɡ,n
s,sk,s
,jɡ,jɡ
sk,sk,s
s,sk,sk
s,sk,sk
s,sk,s
sk,sk,sk
sɡ,s,sɡ
ɾç,ɾx,ɾx
s,sk,s
s,sk,s
sk,sk,s
sk,sk,sk
nɡ,nɡ,nɡ
s,sk,sk
nɡ,n,nɡ
s,s,ɡ
s,sk,sk
,jɡ,
s,sk,sk
s,sk,s
n,nɡ,n
s,s,ɡ
s,sk,sk
s,sk,sk
,jɡ,jɡ
s,sk,s
ç,x,x
s,sk,sk
sk,sk,sk
nç,nx,nç
nɡ,n,nɡ
nɡ,nɡ,nɡ
ç,x,x
ɾç,ɾx,ɾx
b,p,p
sk,sk,sk
ç,ç,ç
nɡ,n,nɡ
s,s,s
s,sk,sk
sk,sk,sk
s,sk,s
s,sk,sk
b,b,p
ç,x,ç
s,sk,s
s,s,sk
nɡ,nɡ,nɡ
s,sk,sk
s,sk,s
ɡ,ɡ,ɡ
s,s,s
s,s,ɡ
jɡ,jɡ,jɡ
s,s,sk
s,sk,s
ç,ç,x
nç,nx,nx
sk,sk,s
ɾç,ɾç,ɾç
s,sk,sk
s,sk,sk
s,sk,sk
s,s,sk
l,lɡ,lɡ
ɾx,ɾx,ɾç
nk,nk,nk
sk,sk,sk
ls,ls,ls
s,sk,sk
s,sk,sk
sk,sk,s
nɡ,nɡ,n
s,sk,s
n,n,nɡ
nɡ,nɡ,n
sk,sk,sk
ɾx,ɾx,ɾx
nɡ,nɡ,n
s,sk,s
sk,sk,s
nç,nç,nç
s,ɡ,ɡ
s,sk,sk
s,sk,sk
ɾx,ɾx,ɾç
sk,sk,sk
lç,lç,lx
s,sk,sk
nɡ,n,n
n,nɡ,nɡ
x,x,x
ɡ,ɡ,ɡ
s,sk,sk
s,s,s
nɡ,nɡ,nɡ
nç,nç,nx
n,nɡ,nɡ
nk,nk,nk
ɾç,ɾx,ɾç
s,sk,s
sk,sk,s
s,sk,s
n,nɡ,n
x,x,x
s,sk,sk
n,n,nɡ
s,ɡ,s
s,sk,s
ls,ls,ls
nk,nk,nk
nɡ,nɡ,nɡ
nɡ,n,n
s,s,ɡ
n,nɡ,nɡ
ɾs,ɾs,ɾs
s,sk,sk
sk,sk,sk
s,sk,s
ɡ,ɡ,ɡ
ɾç,ɾx,ɾç
n,nɡ,nɡ
s,sk,s
nɡ,n,n
s,sk,sk
s,s,sk
sk,sk,s
s,sk,s
s,sk,sk
s,s,ɡ
nɡ,nɡ,nɡ
nɡ,nɡ,nɡ
s,ɡ,ɡ
s,sk,sk
s,ɡ,ɡ
s,s,ɡ
sk,sk,s
n,n,nɡ
ɾs,ɾs,ɾs
sk,sk,s
sk,sk,s
s,s,ɡ
nɡ,nɡ,n
s,sk,sk
nɡ,nɡ,nɡ
s,s,sk
sk,sk,sk
s,ɡ,ɡ
s,ɡ,s
s,ɡ,s
s,sk,sk
ç,x,x
x,x,ç
nɡ,n,n
s,ɡ,ɡ
ɡ,ɡ,ɡ
nk,nk,nk
s,s,s
nɡ,nɡ,n
sk,sk,sk
s,s,s
sk,sk,s
sk,sk,s
s,sk,sk
nɡ,nɡ,nɡ
sk,sk,s
x,x,x
nɡ,nɡ,n
sk,sk,s
nɡ,nɡ,n
ɾs,ɾs,ɾs
ç,ç,x
sk,sk,s
nɡ,nɡ,nɡ
n,nɡ,nɡ
s,s,sk
ç,x,x
nɡ,n,nɡ
n,nɡ,nɡ
n,nɡ,nɡ
s,sk,sk
nx,nx,nç
ls,ls,ls
s,s,sk
s,sk,sk
s,sk,sk
s,sk,sk
s,s,s
s,sk,sk
s,sk,s
x,x,x
s,ɡ,ɡ
ç,x,ç
s,sk,sk
s,ɡ,s
s,sk,sk
ç,x,x
s,s,s
s,sk,sk
sk,sk,s
s,sk,sk
ɾç,ɾç,ɾx
sk,sk,s
nç,nx,nx
nx,nx,nç
n,n,nɡ
s,sk,s
nx,nx,nç
jɡ,jɡ,jɡ
ç,x,x
s,s,ɡ
n,nɡ,n
s,s,sk
lɡ,lɡ,lɡ
nɡ,nɡ,n
sk,sk,s
s,sk,s
s,sk,sk
sk,sk,s
s,s,sk
ɾs,ɾs,ɾs
ns,ns,ns
s,sk,sk
sk,sk,s
s,sk,sk
sk,sk,sk
sk,sk,sk
nɡ,nɡ,nɡ
s,sk,s
nx,nx,nx
ç,ç,ç
s,s,sk
nɡ,nɡ,n
s,sk,s
sk,sk,s
s,sk,s
jɡ,jɡ,
sk,sk,sk
s,sk,sk
s,sk,sk
lɡ,lɡ,lɡ
ɾç,ɾx,ɾx
s,sk,sk
s,sk,sk
ɾx,ɾx,ɾx
k,k,k
s,sk,s
nɡ,n,nɡ
ɾç,ɾx,ɾx
ç,x,x
s,sk,s
ç,x,x
n,n,n
sk,sk,s
s,ɡ,ɡ
sk,sk,s
s,s,sk
s,sk,s
s,sk,s
s,s,ɡ
x,x,x
p,p,b
s,sk,sk
s,sk,s
sk,sk,s
n,n,nɡ
n,nɡ,n
s,sk,s
s,sk,sk
nç,nx,nx
s,sk,s
s,sk,sk
s,sɡ,sɡ
s,s,s
ç,x,x
s,sɡ,s
lɡ,lɡ,lɡ
s,sk,s
lç,lç,lç
s,s,s
nk,nk,nk
sk,sk,s
s,sk,s
nɡ,nɡ,n
nɡ,n,n
s,sk,s
nɡ,nɡ,nɡ
s,sk,sk
nɡ,n,n
nɡ,n,n
s,sk,sk
s,sk,sk
s,sk,s
n,n,n
ç,ç,x
sk,sk,sk
s,s,s
ɾx,ɾx,ɾx
sk,sk,s
nɡ,nɡ,n
s,sk,sk
ns,ns,ns
x,x,x
sk,sk,sk
s,sk,sk
s,sk,s
s,sk,s
s,sk,sk
s,sk,s
ç,x,ç
sk,sk,s
nɡ,n,nɡ
nk,nk,nk
ç,x,ç
s,sk,s
s,s,s
ç,ç,x
nɡ,nɡ,n
s,s,sk
s,sk,sk
ɾç,ɾx,ɾx
nɡ,nɡ,n
nx,nx,nx
ɾs,ɾs,ɾs
s,sk,sk
sk,sk,s
nɡ,nɡ,n
jɡ,jɡ,jɡ
sk,sk,sk
ç,x,x
s,sk,sk
sk,sk,s
sk,sk,sk
s,sk,sk
s,sk,s
ɾs,ɾs,ɾs
sk,sk,s
ç,x,ç
s,s,s
s,ɡ,ɡ
s,sk,s
ɾç,ɾx,ɾx
s,sk,s
ɾç,ɾx,ɾç
s,s,sk
s,sk,sk
sk,sk,s
n,nɡ,n
s,s,s
s,sk,sk
s,s,sk
s,sk,sk
s,s,sk
sk,sk,s
s,s,s
s,sk,sk
nk,nk,nk
s,s,sk
ɾs,ɾs,ɾs
nɡ,n,nɡ
sk,sk,s
sk,sk,sk
n,nɡ,nɡ
ɾs,ɾs,ɾs
s,sk,sk
sk,sk,s
n,n,n
s,sk,s
nɡ,n,nɡ
ɾs,ɾs,ɾs
s,sk,s
ç,x,ç
x,x,x
,jɡ,jɡ
nç,nx,nç
s,sk,sk
s,sk,sk
n,n,n
sk,sk,sk
s,s,s
ɾx,ɾx,ɾç
n,nɡ,nɡ
s,sk,sk
ɾs,ɾs,ɾs
ɾç,ɾx,ɾx
ç,x,ç
s,s,sk
s,ɡ,ɡ
ns,ns,ns
sk,sk,sk
sk,sk,sk
ç,x,x
s,sk,s
s,sk,sk
s,sk,s
s,s,s
ç,x,x
nx,nx,nx
s,ɡ,ɡ
s,sk,s
nk,nk,nk
nɡ,n,nɡ
s,sk,s
s,s,sk
ɡ,ɡ,ɡ
s,sk,sk
sk,sk,s
,,jɡ
s,s,s
ɡ,ɡ,s
s,ɡ,s
n,nɡ,n
s,s,s
nç,nx,nx
nɡ,nɡ,n
s,sk,s
n,nɡ,nɡ
jɡ,jɡ,jɡ
s,sk,s
n,nɡ,n
ɾs,ɾs,ɾs
ç,x,x
s,sk,s
s,sk,s
ɾs,ɾs,ɾs
s,sk,sk
sk,sk,sk
s,sk,sk
s,sk,sk
s,ɡ,ɡ
s,s,ɡ
s,sk,sk
nɡ,nɡ,n
n,nɡ,nɡ
ç,x,x
nk,nk,nk
ɡ,ɡ,s
s,sk,s
s,sk,sk
sk,sk,s
,jɡ,jɡ
s,sk,sk
s,sk,sk
s,sk,s
ɾs,ɾs,ɾs
s,sk,sk
ç,x,ç
s,ɡ,s
s,sk,sk
s,sk,sk
s,sk,s
ç,x,x
nɡ,nɡ,nɡ
s,sk,s
s,s,sk
s,sk,sk
s,s,s
nɡ,n,n
s,sk,sk
sk,sk,sk
ç,x,x
ç,x,x
s,s,sk
sk,sk,sk
s,s,ɡ
ns,ns,ns
nɡ,nɡ,nɡ
s,sk,s
s,ɡ,s
ɡ,ɡ,s
ɡ,ɡ,ɡ
s,sk,s
,,jɡ
sk,sk,s
nx,nx,nx
s,sk,s
n,nɡ,nɡ
s,sk,sk
s,s,sk
sk,sk,sk
nɡ,n,n
ɾs,ɾs,ɾs
sk,sk,sk
s,s,s
s,s,s
ç,ç,x
s,sk,sk
s,sk,s
n,nɡ,nɡ
s,sk,sk
ɾç,ɾx,ɾç
sk,sk,sk
s,sk,s
lx,lx,lç
ɾç,ɾx,ɾx
s,s,sk
s,sk,s
s,sk,sk
ɾç,ɾç,ɾx
s,sk,s
nɡ,n,nɡ
n,n,nɡ
s,sk,sk
nɡ,nɡ,n
sk,sk,sk
n,nɡ,n
s,sk,sk
s,sk,sk
ɾç,ɾx,ɾç
nç,nç,nx
s,s,s
s,sk,s
nɡ,nɡ,n
sk,sk,s
n,nɡ,n
s,sk,sk
lɡ,lɡ,l
s,sk,sk
n,nɡ,nɡ
s,sk,s
sk,sk,sk
s,sk,s
sk,sk,s
ç,x,x
s,sk,sk
s,sk,sk
ç,ç,x
sk,sk,s
s,s,sk
ls,ls,ls
sk,sk,sk
nç,nx,nç
s,sk,sk
s,sk,s
sk,sk,sk
s,sk,sk
nɡ,n,nɡ
x,x,ç
nɡ,n,n
sk,sk,sk
b,p,b
lɡ,lɡ,lɡ
ç,ç,ç
ç,x,x
sk,sk,s
n,nɡ,n
ç,x,ç
n,n,nɡ
s,sk,sk
nɡ,n,n
s,sk,sk
lɡ,lɡ,l
nɡ,n,nɡ
nx,nx,nx
s,s,ɡ
nɡ,n,n
nk,nk,nk
s,sk,sk
nɡ,n,n
nɡ,nɡ,nɡ
n,n,nɡ
s,s,ɡ
ç,x,ç
s,sk,s
nɡ,n,nɡ
s,ɡ,ɡ
ç,x,ç
ɾs,ɾs,ɾs
nç,nx,nx
sk,sk,s
nɡ,n,nɡ
ns,ns,ns
s,sk,sk
nɡ,nɡ,n
nk,nk,nk
ç,ç,x
n,nɡ,nɡ
s,s,s
ɾs,ɾs,ɾs
nɡ,n,nɡ
n,nɡ,nɡ
s,ɡ,ɡ
s,ɡ,s
nɡ,n,nɡ
nɡ,n,n
s,sk,s
ɾs,ɾs,ɾs
ɾs,ɾs,ɾs
s,sk,sk
n,nɡ,nɡ
n,n,nɡ
ç,x,x
nɡ,nɡ,nɡ
s,s,sk
nɡ,n,n
ɾç,ɾç,ɾx
s,sk,sk
s,s,s
sk,sk,sk
s,s,s
nɡ,nɡ,n
n,nɡ,n
nç,nx,nx
ç,x,x
ɾç,ɾx,ɾx
n,nɡ,n
s,sk,sk
s,s,sk
s,sk,s
sk,sk,s
l,l,l
s,sk,sk
ns,ns,ns
x,x,x
ɾs,ɾs,ɾs
s,sk,sk
ç,x,x
s,sk,sk
,jɡ,
nç,nx,nx
s,sk,s
nɡ,nɡ,n
sk,sk,s
sk,sk,sk
s,sk,sk
nɡ,n,nɡ
sk,sk,s
nɡ,n,n
s,sk,sk
x,x,ç
sk,sk,sk
n,nɡ,n
sk,sk,s
,jɡ,jɡ
sk,sk,sk
ç,x,x
s,s,s
ɡ,ɡ,ɡ
sk,sk,sk
sk,sk,s
sk,sk,sk
s,sk,sk
x,x,ç
n,n,nɡ
s,sk,sk
s,sk,s
s,s,s
nɡ,n,nɡ
jɡ,jɡ,jɡ
nx,nx,nç
sk,sk,sk
s,sk,s
s,sk,sk
nɡ,nɡ,nɡ
nɡ,nɡ,n
nç,nx,nç
nç,nx,nx
s,s,s
s,sk,sk
ɾx,ɾx,ɾx
s,sk,s
s,sk,sk
x,x,x
s,ɡ,s
s,s,sk
n,n,n
x,x,x
ɾs,ɾs,ɾs
s,sk,sk
s,sk,s
sk,sk,s
s,sk,sk
s,s,sk
,jɡ,
ç,x,x
ɡ,ɡ,ɡ
ɾç,ɾx,ɾx
nx,nx,nx
nɡ,n,n
s,sk,sk
,,
nɡ,nɡ,n
ns,ns,ns
nk,nk,nk
sk,sk,s
sk,sk,sk
ç,x,x
s,sk,sk
s,sk,sk
ç,ç,x
s,sk,sk
sk,sk,s
n,nɡ,n
sk,sk,sk
l,lɡ,l
lɡ,lɡ,l
sk,sk,sk
sk,sk,sk
ɾs,ɾs,ɾs
s,sk,sk
x,x,x
s,s,sk
s,sk,s
nɡ,n,nɡ
nɡ,n,nɡ
ns,ns,ns
s,sk,sk
s,sk,sk
ɡ,ɡ,s
s,s,sk
nɡ,n,n
ç,x,ç
s,sk,sk
x,x,x
ç,x,ç
ɾç,ɾx,ɾx
s,s,s
sk,sk,s
s,sk,s
ɡ,ɡ,ɡ
s,s,sk
s,sk,sk
ɾs,ɾs,ɾs
,jɡ,jɡ
s,s,sk
s,sk,sk
sk,sk,s
nɡ,n,nɡ
ç,x,x
s,sk,sk
s,s,sk
s,sk,sk
sk,sk,s
nk,nk,nk
ls,ls,ls
ns,ns,ns
s,ɡ,ɡ
ɾx,ɾx,ɾx
n,nɡ,n
s,sk,s
ç,ç,x
,,jɡ
s,s,s
s,sk,sk
s,sk,s
ɾx,ɾx,ɾx
n,nɡ,nɡ
n,nɡ,n
s,sk,sk
ç,x,ç
s,ɡ,ɡ
s,sk,sk
s,s,s
nɡ,n,n
s,sk,sk
ls,ls,ls
s,sk,sk
s,sk,sk
,jɡ,jɡ
s,sk,sk
