src1_sf,src2_sf,tgt_sf
ɾç,ɾx,ɾç
nɡ,nɡ,nɡ
ɡ,ɡ,ɡ
s,sk,sk
ç,x,ç
n,nɡ,n
sk,sk,sk
n,n,nɡ
nɡ,nɡ,n
ɾs,ɾs,ɾs
s,sk,sk
sk,sk,s
jɡ,jɡ,jɡ
sk,sk,sk
n,nɡ,nɡ
s,sk,sk
s,s,sk
s,sk,sk
s,s,sk
ɾs,ɾs,ɾs
sk,sk,sk
ɾç,ɾx,ɾx
s,sk,s
ls,ls,ls
x,x,ç
jɡ,jɡ,jɡ
ɾç,ɾx,ɾç
jɡ,jɡ,jɡ
ɾs,ɾs,ɾs
ç,x,ç
sk,sk,s
nɡ,nɡ,n
s,sk,s
s,sk,s
n,nɡ,n
nɡ,n,nɡ
ɾs,ɾs,ɾs
s,sk,sk
ɾç,ɾx,ɾç
nɡ,nɡ,n
nɡ,nɡ,nɡ
s,sk,s
x,x,ç
s,sk,sk
s,s,sk
s,s,sk
s,sk,s
s,ɡ,s
sk,sk,sk
s,s,sk
k,k,k
sɡ,sɡ,s
nɡ,nɡ,n
nɡ,n,n
x,x,x
nɡ,nɡ,n
sk,sk,s
s,s,sk
s,s,sk
s,sk,sk
ç,x,ç
ɾs,ɾs,ɾs
sk,sk,s
sk,sk,s
s,ɡ,s
s,sk,sk
ɡ,ɡ,s
s,sk,s
nɡ,n,nɡ
sk,sk,sk
n,n,nɡ
s,sk,sk
sk,sk,s
jɡ,jɡ,
sk,sk,sk
nɡ,nɡ,n
sk,sk,sk
ɾç,ɾç,ɾç
k,k,k
ɾs,ɾs,ɾs
s,sk,s
s,sk,s
sk,sk,sk
ɾç,ɾx,ɾç
ç,x,ç
nɡ,nɡ,n
nx,nx,nx
s,sk,s
ç,ç,x
ɾç,ɾx,ɾx
sk,sk,s
s,sk,s
s,ɡ,ɡ
s,s,s
ɡ,ɡ,s
s,sk,sk
lɡ,l,lɡ
ɾs,ɾs,ɾs
s,sk,sk
sk,sk,s
s,sk,s
s,sɡ,s
nɡ,n,n
sk,sk,sk
nɡ,nɡ,n
lɡ,lɡ,l
nk,nk,nk
n,nɡ,nɡ
sk,sk,s
ɾx,ɾx,ɾç
s,sk,sk
sk,sk,s
s,sk,sk
ɡ,ɡ,s
s,sk,s
n,nɡ,n
n,nɡ,n
sk,sk,sk
nk,nk,nk
ç,x,x
s,sk,sk
sk,sk,s
s,s,sk
ɾs,ɾs,ɾs
nɡ,nɡ,n
x,x,ç
s,sk,sk
s,sk,s
ç,x,ç
ɾs,ɾs,ɾs
nɡ,nɡ,n
s,sk,sk
n,nɡ,nɡ
l,lɡ,lɡ
sk,sk,sk
sk,sk,sk
nç,nç,nx
s,ɡ,s
s,sk,s
nɡ,n,n
nç,nx,nx
ç,x,x
ç,ç,x
s,sk,sk
nç,nx,nx
s,ɡ,ɡ
s,s,sk
s,sk,s
ɾs,ɾs,ɾs
,,jɡ
nɡ,nɡ,nɡ
nɡ,n,n
s,sk,s
sk,sk,sk
s,sk,sk
sk,sk,sk
nɡ,n,n
s,s,s
nç,nx,nç
s,sk,sk
s,sk,s
ɾs,ɾs,ɾs
s,sk,sk
sk,sk,s
ls,ls,ls
jɡ,jɡ,jɡ
s,sk,s
nɡ,nɡ,nɡ
s,sk,sk
n,nɡ,n
s,s,ɡ
s,ɡ,ɡ
sk,sk,s
s,sk,sk
nɡ,n,nɡ
n,n,n
ɾx,ɾx,ɾx
jɡ,jɡ,jɡ
s,sk,sk
s,ɡ,s
ɾç,ɾx,ɾx
nɡ,nɡ,n
sk,sk,sk
s,sk,sk
ɾç,ɾx,ɾç
s,s,ɡ
nɡ,n,nɡ
s,s,sk
nɡ,nɡ,nɡ
s,sk,s
s,sk,s
sk,sk,sk
n,n,n
nk,nk,nk
nɡ,nɡ,nɡ
s,sk,sk
ç,x,x
s,sk,sk
s,ɡ,s
nɡ,nɡ,n
lç,lç,lx
n,nɡ,nɡ
ɾs,ɾs,ɾs
lɡ,lɡ,lɡ
sk,sk,sk
ç,x,x
ç,ç,x
nç,nx,nç
s,sk,sk
nɡ,nɡ,nɡ
ç,x,ç
nɡ,n,n
nɡ,n,nɡ
s,sk,sk
sk,sk,s
lç,lx,lç
s,sk,s
ç,x,x
ç,x,x
n,nɡ,nɡ
nɡ,nɡ,n
nk,nk,nk
sk,sk,s
sk,sk,sk
lç,lx,lx
ɾs,ɾs,ɾs
s,ɡ,s
nɡ,nɡ,n
sk,sk,s
s,sk,s
nɡ,nɡ,nɡ
s,sk,sk
jɡ,jɡ,
jɡ,jɡ,jɡ
ɡ,ɡ,s
s,sk,sk
n,nɡ,nɡ
s,ɡ,s
ɾs,ɾs,ɾs
nɡ,nɡ,nɡ
sk,sk,sk
nk,nk,nk
n,nɡ,nɡ
n,n,n
ɾs,ɾs,ɾs
s,sk,sk
s,s,ɡ
s,sk,sk
nɡ,nɡ,n
sk,sk,s
s,s,s
x,x,ç
sk,sk,sk
nç,nx,nx
sk,sk,sk
s,sk,s
s,sk,sk
nç,nç,nç
s,sk,s
n,n,n
s,sk,s
ɾs,ɾs,ɾs
s,sk,sk
ɾs,ɾs,ɾs
nɡ,n,nɡ
s,sk,s
sk,sk,sk
s,sk,sk
sɡ,s,sɡ
,jɡ,jɡ
s,sk,s
s,sk,s
s,sk,s
ɾs,ɾs,ɾs
nx,nx,nç
jɡ,jɡ,
s,s,sk
ɾx,ɾx,ɾx
sk,sk,sk
s,sk,sk
s,sk,sk
nɡ,nɡ,n
s,sk,s
nɡ,nɡ,n
s,s,sk
s,sk,s
n,nɡ,nɡ
x,x,x
sk,sk,s
nɡ,nɡ,n
s,sk,s
s,sk,sk
sk,sk,s
s,sk,sk
s,sk,s
sk,sk,sk
s,s,sk
s,sk,s
sk,sk,sk
sk,sk,sk
s,sk,s
nɡ,nɡ,n
n,nɡ,n
s,sk,sk
s,sk,s
nɡ,n,nɡ
s,sk,sk
n,n,n
sk,sk,s
nɡ,nɡ,n
s,s,sk
lɡ,lɡ,lɡ
lç,lx,lx
,jɡ,
ɾç,ɾx,ɾx
s,sk,sk
s,sk,s
s,sk,sk
s,sk,sk
s,sk,sk
sk,sk,s
nk,nk,nk
ɾs,ɾs,ɾs
ɾç,ɾx,ɾx
sk,sk,sk
nɡ,nɡ,nɡ
s,s,s
lɡ,l,l
ɾs,ɾs,ɾs
ɾç,ɾx,ɾx
ɡ,ɡ,s
s,s,ɡ
s,sk,sk
s,s,sk
s,sk,s
s,sk,sk
ɾs,ɾs,ɾs
s,sk,sk
x,x,ç
sk,sk,s
ç,x,x
sk,sk,sk
ç,x,ç
n,nɡ,n
s,sk,s
ɾs,ɾs,ɾs
nɡ,n,nɡ
n,nɡ,nɡ
s,sk,s
s,sk,s
s,s,sk
ç,x,x
l,l,l
s,ɡ,ɡ
sk,sk,sk
ɡ,ɡ,s
sk,sk,sk
s,sk,s
s,sɡ,sɡ
nɡ,nɡ,nɡ
s,sk,s
s,sk,sk
ɾx,ɾx,ɾç
s,sk,sk
ɾç,ɾx,ɾx
n,nɡ,nɡ
s,sk,s
s,sk,sk
s,sk,sk
s,sk,sk
s,s,sk
s,sk,sk
x,x,ç
sk,sk,s
ç,ç,ç
s,s,sk
n,nɡ,nɡ
s,sk,sk
s,sk,sk
ɡ,ɡ,ɡ
s,ɡ,s
s,sk,sk
n,nɡ,nɡ
x,x,x
sk,sk,sk
s,sk,sk
sk,sk,sk
,jɡ,
s,sk,sk
nɡ,n,nɡ
sk,sk,sk
n,nɡ,nɡ
nɡ,n,n
ç,x,x
s,s,s
ɾs,ɾs,ɾs
lɡ,l,lɡ
ɾs,ɾs,ɾs
n,nɡ,nɡ
s,s,s
s,ɡ,ɡ
ɾs,ɾs,ɾs
s,sk,sk
nɡ,n,nɡ
sk,sk,sk
ɡ,ɡ,s
s,s,sk
s,ɡ,s
s,sk,sk
s,s,sk
sk,sk,s
s,s,sk
sk,sk,s
sk,sk,sk
lç,lx,lx
nɡ,nɡ,nɡ
sk,sk,s
s,sk,s
n,n,nɡ
ç,x,ç
sk,sk,s
jɡ,jɡ,jɡ
sk,sk,sk
s,sk,sk
nɡ,nɡ,nɡ
jɡ,jɡ,
n,nɡ,nɡ
s,sk,s
sk,sk,s
n,nɡ,nɡ
ls,ls,ls
s,sk,s
sk,sk,s
nx,nx,nx
s,sk,s
nɡ,nɡ,nɡ
s,sk,s
,jɡ,jɡ
l,lɡ,lɡ
nk,nk,nk
lɡ,l,l
ɾs,ɾs,ɾs
s,s,sk
sk,sk,s
s,sk,s
n,nɡ,nɡ
s,sk,s
nɡ,nɡ,nɡ
,jɡ,jɡ
sk,sk,sk
sk,sk,sk
s,sk,s
s,s,ɡ
s,sk,s
ç,x,ç
k,k,k
s,sk,sk
s,s,s
sk,sk,sk
s,s,s
s,sk,sk
s,sk,sk
ɾs,ɾs,ɾs
s,sk,s
s,sk,s
nɡ,n,n
ç,ç,ç
ç,x,x
ç,x,ç
ɾç,ɾx,ɾx
s,sk,sk
n,nɡ,n
nɡ,n,nɡ
s,sk,sk
sk,sk,sk
s,s,sk
s,sk,sk
nk,nk,nk
nɡ,nɡ,n
jɡ,jɡ,
s,sk,sk
s,sk,sk
s,sk,sk
ç,x,x
ɾs,ɾs,ɾs
s,sk,sk
ɾx,ɾx,ɾç
s,sk,s
s,sk,s
lç,lç,lx
s,sk,sk
s,s,sk
sk,sk,s
s,sk,s
n,nɡ,n
s,sk,sk
s,sk,sk
l,lɡ,lɡ
s,s,sk
sɡ,sɡ,s
x,x,ç
s,s,sk
ɾs,ɾs,ɾs
k,k,k
s,sɡ,sɡ
s,sk,s
n,n,nɡ
lx,lx,lç
k,k,k
sk,sk,s
s,ɡ,s
sk,sk,sk
s,sk,s
ɾs,ɾs,ɾs
s,s,sk
s,sk,s
ɾs,ɾs,ɾs
s,sk,sk
ç,ç,x
n,nɡ,n
ɾs,ɾs,ɾs
x,x,ç
nç,nx,nx
ɾs,ɾs,ɾs
ɾx,ɾx,ɾç
ç,x,ç
ɾs,ɾs,ɾs
ɾç,ɾx,ɾx
sk,sk,sk
sk,sk,s
nç,nç,nx
s,s,s
ɾç,ɾç,ɾx
lç,lç,lx
sk,sk,sk
s,sk,s
n,nɡ,n
s,sk,sk
lɡ,l,lɡ
ɡ,ɡ,ɡ
ɾs,ɾs,ɾs
nɡ,nɡ,n
ɾs,ɾs,ɾs
k,k,k
s,sk,s
s,sk,sk
s,s,sk
nɡ,nɡ,n
l,lɡ,lɡ
s,sk,s
ç,x,x
s,sk,s
s,s,s
sk,sk,s
s,sk,sk
sk,sk,s
ç,x,x
sk,sk,s
sk,sk,s
s,sk,sk
s,sk,sk
k,k,k
x,x,ç
s,sk,sk
lç,lç,lx
nɡ,nɡ,n
sk,sk,sk
nɡ,n,nɡ
ɾç,ɾx,ɾx
s,s,s
s,s,s
ɾç,ɾx,ɾx
,jɡ,jɡ
s,ɡ,ɡ
ç,x,ç
x,x,ç
nk,nk,nk
ɾx,ɾx,ɾx
sk,sk,sk
sk,sk,s
sk,sk,s
s,s,sk
n,nɡ,n
nɡ,nɡ,nɡ
s,ɡ,s
nx,nx,nx
sk,sk,sk
s,sk,s
sk,sk,s
x,x,x
s,sk,s
x,x,ç
,jɡ,
ɾç,ɾx,ɾx
n,nɡ,nɡ
nɡ,nɡ,nɡ
s,s,sk
sk,sk,sk
ɾs,ɾs,ɾs
ɾx,ɾx,ɾç
s,sk,sk
s,s,s
lç,lx,lx
s,s,sk
s,sk,s
nɡ,nɡ,nɡ
,jɡ,jɡ
sk,sk,s
ɾs,ɾs,ɾs
sk,sk,sk
ç,x,ç
sk,sk,s
s,sk,s
s,sk,s
n,nɡ,nɡ
s,sk,sk
,jɡ,
,jɡ,
nɡ,nɡ,nɡ
s,sk,s
s,sk,s
s,s,sk
n,nɡ,n
n,n,nɡ
n,nɡ,nɡ
sk,sk,s
ɾs,ɾs,ɾs
nɡ,nɡ,n
s,sk,s
nɡ,nɡ,n
sk,sk,sk
s,sk,sk
ç,x,x
sk,sk,s
nɡ,nɡ,nɡ
x,x,x
s,sk,s
ɾs,ɾs,ɾs
sk,sk,s
nx,nx,nx
sk,sk,s
nɡ,nɡ,nɡ
ɾç,ɾx,ɾx
s,s,s
ɾs,ɾs,ɾs
s,sk,s
sk,sk,s
n,nɡ,nɡ
s,sk,sk
s,s,sk
sk,sk,s
x,x,ç
ɾx,ɾx,ɾç
s,sk,s
n,nɡ,nɡ
nɡ,n,nɡ
ɾç,ɾx,ɾx
ɾs,ɾs,ɾs
sk,sk,s
s,s,sk
,jɡ,
nɡ,nɡ,n
jɡ,jɡ,jɡ
s,sɡ,s
ɡ,ɡ,ɡ
sk,sk,sk
sk,sk,s
ç,x,x
s,sk,sk
s,sk,sk
sk,sk,sk
s,sk,sk
sk,sk,s
ɾç,ɾç,ɾx
n,nɡ,n
s,sk,sk
lɡ,l,l
nɡ,n,n
ç,x,ç
s,ɡ,ɡ
ç,ç,ç
s,s,s
k,k,k
ç,x,ç
ɾx,ɾx,ɾx
sk,sk,sk
nɡ,n,nɡ
sk,sk,sk
nɡ,n,nɡ
s,sk,sk
nɡ,nɡ,nɡ
s,sk,s
n,nɡ,nɡ
n,n,n
s,sk,s
sk,sk,s
s,s,ɡ
sk,sk,sk
ç,x,x
s,s,ɡ
ç,x,x
s,ɡ,s
ɾs,ɾs,ɾs
s,sk,sk
ls,ls,ls
n,nɡ,nɡ
,jɡ,
sk,sk,sk
ɾs,ɾs,ɾs
s,sk,sk
s,sk,sk
s,sk,s
ɾs,ɾs,ɾs
n,nɡ,nɡ
ɾç,ɾx,ɾx
n,nɡ,nɡ
nɡ,nɡ,nɡ
s,sk,s
ɾç,ɾç,ɾx
s,sk,sk
nɡ,nɡ,n
s,sk,sk
s,sk,s
ɾx,ɾx,ɾç
lx,lx,lç
s,sk,sk
ɾs,ɾs,ɾs
s,sk,s
s,sk,s
nɡ,nɡ,n
,jɡ,
s,sk,sk
n,nɡ,nɡ
ɾs,ɾs,ɾs
nç,nx,nç
s,sk,s
nk,nk,nk
ç,x,x
sk,sk,s
s,sk,s
n,nɡ,n
l,lɡ,l
nɡ,n,n
nç,nx,nç
sk,sk,s
x,x,x
,jɡ,
sɡ,sɡ,s
,jɡ,
ɾç,ɾç,ɾx
sk,sk,sk
s,ɡ,ɡ
nɡ,nɡ,n
ɾs,ɾs,ɾs
sk,sk,s
nɡ,n,nɡ
n,n,nɡ
ɾç,ɾx,ɾx
ç,ç,x
sk,sk,s
ç,x,x
s,s,s
s,sk,sk
n,nɡ,n
s,sk,s
n,n,n
sk,sk,s
ɾç,ɾç,ɾx
n,nɡ,nɡ
jɡ,jɡ,
sk,sk,s
n,nɡ,nɡ
sk,sk,s
nç,nx,nç
s,sk,sk
n,nɡ,n
s,sk,sk
nɡ,nɡ,n
sk,sk,sk
s,sk,sk
sk,sk,s
s,sk,sk
n,nɡ,nɡ
nç,nx,nx
s,sk,sk
s,sk,s
nx,nx,nç
ɾs,ɾs,ɾs
s,sk,sk
sk,sk,s
s,s,sk
lç,lx,lç
s,sk,s
s,sɡ,s
k,k,k
ɾç,ɾx,ɾx
n,nɡ,nɡ
ɾs,ɾs,ɾs
s,sk,sk
s,sk,sk
ɾç,ɾx,ɾx
ɾs,ɾs,ɾs
ɾs,ɾs,ɾs
ç,x,ç
nɡ,n,n
sk,sk,s
ɾs,ɾs,ɾs
sk,sk,s
ɾç,ɾx,ɾx
ɾç,ɾx,ɾx
sk,sk,s
nɡ,nɡ,n
s,s,sk
s,sk,sk
s,sk,sk
nɡ,nɡ,nɡ
s,sk,s
s,sk,s
s,sk,s
sk,sk,s
nɡ,nɡ,n
s,sk,sk
nɡ,nɡ,nɡ
sk,sk,sk
s,sk,s
ç,ç,x
s,sk,sk
nɡ,n,n
s,sk,sk
sk,sk,sk
nɡ,nɡ,n
sk,sk,sk
sk,sk,s
n,n,nɡ
s,sk,sk
nɡ,nɡ,n
ɾç,ɾx,ɾç
s,s,sk
n,n,n
sk,sk,s
s,sk,s
x,x,ç
n,nɡ,nɡ
s,sk,s
n,nɡ,n
x,x,ç
nɡ,n,nɡ
x,x,ç
ɾs,ɾs,ɾs
ç,x,x
ç,x,x
s,s,sk
sk,sk,sk
s,sk,sk
s,sk,sk
nɡ,nɡ,nɡ
s,sk,s
ç,x,x
s,ɡ,ɡ
s,sk,s
s,s,ɡ
s,sk,s
ɾs,ɾs,ɾs
sk,sk,sk
s,sk,s
ç,x,ç
s,sk,sk
s,sk,sk
x,x,x
n,nɡ,n
s,sk,sk
s,sk,sk
s,sk,sk
,jɡ,jɡ
nx,nx,nx
ɾs,ɾs,ɾs
ɾs,ɾs,ɾs
s,sk,sk
ɡ,ɡ,ɡ
s,sk,sk
ɾs,ɾs,ɾs
n,nɡ,n
sk,sk,s
ɡ,ɡ,s
s,sk,sk
sɡ,sɡ,s
s,sk,s
ɾs,ɾs,ɾs
s,s,ɡ
lɡ,l,lɡ
sk,sk,sk
s,s,sk
ɾç,ɾç,ɾx
nɡ,n,nɡ
s,sk,sk
nx,nx,nç
s,sk,sk
nɡ,n,n
s,sk,sk
ɾç,ɾx,ɾç
ç,x,x
s,s,s
n,nɡ,nɡ
s,sk,sk
ɾs,ɾs,ɾs
sk,sk,sk
nç,nx,nx
nɡ,n,nɡ
s,sk,sk
s,sk,s
nɡ,n,n
nç,nç,nx
n,n,nɡ
sk,sk,sk
s,s,ɡ
s,sk,s
s,sk,s
s,s,sk
n,nɡ,nɡ
ɾç,ɾx,ɾx
sk,sk,sk
ls,ls,ls
sk,sk,sk
s,ɡ,s
s,s,s
nx,nx,nç
s,ɡ,s
nç,nx,nx
nx,nx,nç
s,sk,s
ɾx,ɾx,ɾx
sk,sk,s
nɡ,nɡ,nɡ
s,sk,sk
ɾx,ɾx,ɾx
s,sk,sk
s,sk,sk
,jɡ,jɡ
ɾs,ɾs,ɾs
s,s,ɡ
ɾç,ɾç,ɾx
sk,sk,sk
s,s,sk
s,s,sk
x,x,x
s,sk,s
ɾs,ɾs,ɾs
nɡ,nɡ,n
sk,sk,sk
s,sk,s
n,n,n
s,sk,sk
lx,lx,lx
n,nɡ,nɡ
nɡ,n,nɡ
s,sk,sk
s,sk,s
nk,nk,nk
s,sk,s
s,sk,sk
nɡ,n,nɡ
ɾs,ɾs,ɾs
n,n,nɡ
nɡ,nɡ,n
n,nɡ,n
n,n,n
l,l,lɡ
ç,x,x
ɾs,ɾs,ɾs
n,nɡ,nɡ
s,ɡ,ɡ
ɾx,ɾx,ɾx
s,ɡ,ɡ
nx,nx,nç
ɾç,ɾx,ɾç
ç,ç,ç
nɡ,nɡ,nɡ
s,sk,sk
s,sk,sk
ɾx,ɾx,ɾç
s,sk,s
ɾs,ɾs,ɾs
s,sk,sk
s,sk,sk
x,x,ç
s,sk,s
s,sk,sk
s,sk,sk
sk,sk,s
x,x,ç
nx,nx,nç
sk,sk,s
sk,sk,sk
sk,sk,s
n,nɡ,nɡ
s,s,sk
sk,sk,sk
s,s,sk
s,sk,s
s,sk,sk
n,n,nɡ
ɾs,ɾs,ɾs
x,x,x
nç,nx,nx
nç,nx,nç
s,sk,s
s,s,sk
nɡ,nɡ,nɡ
nç,nx,nx
nç,nx,nç
