src1_sf,src2_sf,tgt_sf
ç,x,x
ns,ns,ns
s,ɡ,ɡ
x,x,x
s,sk,s
n,n,nɡ
n,nɡ,nɡ
ɾç,ɾx,ɾç
x,x,x
n,n,nɡ
x,x,ç
l,lɡ,lɡ
l,lɡ,lɡ
s,sk,s
s,sk,sk
ns,ns,ns
s,s,s
s,ɡ,s
s,sk,sk
ɾs,ɾs,ɾs
s,sk,sk
s,ɡ,ɡ
ɡ,ɡ,ɡ
n,nɡ,nɡ
nç,nx,nx
n,n,nɡ
s,sk,sk
s,ɡ,s
s,sk,sk
ns,ns,ns
sk,sk,sk
n,nɡ,nɡ
n,n,nɡ
sk,sk,s
l,lɡ,lɡ
ns,ns,ns
sk,sk,sk
s,sk,sk
nɡ,nɡ,nɡ
ɾs,ɾs,ɾs
n,n,nɡ
s,s,sk
s,sk,sk
s,sk,sk
s,sk,s
s,ɡ,s
s,sk,s
n,nɡ,n
l,lɡ,l
ɾs,ɾs,ɾs
s,sk,sk
ɡ,ɡ,ɡ
x,x,x
s,sk,sk
s,sk,sk
x,x,x
sk,sk,s
nɡ,nɡ,n
nx,nx,nx
s,sk,s
sk,sk,s
sk,sk,sk
s,sk,sk
s,ɡ,ɡ
ɡ,ɡ,ɡ
nç,nx,nx
s,sk,s
sk,sk,s
ɾs,ɾs,ɾs
nɡ,nɡ,n
ns,ns,ns
nx,nx,nx
sk,sk,sk
s,s,sk
n,n,n
s,sk,sk
ɾç,ɾç,ɾx
sk,sk,s
s,ɡ,ɡ
s,sk,sk
s,ɡ,s
s,sk,sk
sk,sk,sk
nç,nx,nç
ns,ns,ns
ɾs,ɾs,ɾs
ç,x,ç
ç,x,x
ç,x,ç
ɡ,ɡ,s
ns,ns,ns
n,n,nɡ
ɡ,ɡ,s
nç,nx,nç
nɡ,nɡ,nɡ
ɡ,ɡ,s
l,lɡ,lɡ
nç,nx,nç
nɡ,nɡ,nɡ
ɾs,ɾs,ɾs
s,ɡ,s
ɾs,ɾs,ɾs
ç,x,ç
s,ɡ,ɡ
n,nɡ,nɡ
ç,x,x
nx,nx,nx
s,sk,sk
ç,ç,x
ç,x,x
n,n,nɡ
ns,ns,ns
n,nɡ,n
s,s,ɡ
s,ɡ,ɡ
nç,nx,nx
nɡ,n,nɡ
s,sk,sk
n,nɡ,n
ç,x,ç
nɡ,n,nɡ
lɡ,lɡ,l
sk,sk,s
n,nɡ,n
ɾç,ɾç,ɾç
ns,ns,ns
sk,sk,sk
sk,sk,sk
sk,sk,sk
nç,nx,nç
nɡ,n,nɡ
n,n,nɡ
s,sk,sk
s,s,sk
s,s,sk
ɡ,ɡ,ɡ
s,sk,s
nɡ,nɡ,nɡ
sk,sk,sk
s,s,s
s,sk,sk
sk,sk,sk
nɡ,n,nɡ
l,lɡ,l
sk,sk,sk
s,sk,sk
ç,x,ç
s,sk,sk
nɡ,nɡ,nɡ
ç,x,x
sk,sk,s
s,s,sk
ç,x,x
nx,nx,nx
ns,ns,ns
sk,sk,s
x,x,x
n,nɡ,nɡ
ç,x,x
s,ɡ,ɡ
ɾs,ɾs,ɾs
l,l,lɡ
s,sk,s
s,s,s
nɡ,n,nɡ
s,sk,s
ç,x,x
ç,x,ç
n,nɡ,n
s,s,sk
sk,sk,s
ɾç,ɾx,ɾç
nç,nx,nx
ɾs,ɾs,ɾs
ɾç,ɾx,ɾx
nɡ,n,n
s,ɡ,ɡ
sk,sk,sk
n,n,nɡ
ɾs,ɾs,ɾs
s,sk,sk
n,nɡ,n
nɡ,n,n
s,sk,s
ɾs,ɾs,ɾs
ns,ns,ns
ç,x,x
ç,x,x
ns,ns,ns
x,x,x
s,ɡ,ɡ
nɡ,nɡ,nɡ
s,sk,s
ç,x,ç
nx,nx,nx
s,sk,sk
ç,x,x
n,nɡ,nɡ
ɾs,ɾs,ɾs
s,sk,s
s,s,s
ç,x,x
n,nɡ,nɡ
ç,x,ç
s,s,s
ns,ns,ns
s,sk,s
sk,sk,s
nɡ,nɡ,n
l,lɡ,l
ɡ,ɡ,s
s,sk,sk
l,l,lɡ
ns,ns,ns
s,ɡ,s
ɾx,ɾx,ɾx
s,ɡ,s
ɡ,ɡ,ɡ
x,x,x
nɡ,nɡ,n
ɾs,ɾs,ɾs
s,sk,s
n,nɡ,n
n,nɡ,n
n,nɡ,nɡ
nç,nx,nx
s,sk,sk
ç,x,x
s,sk,sk
nx,nx,nx
ɡ,ɡ,s
nç,nx,nx
nɡ,nɡ,nɡ
s,s,sk
s,s,sk
nɡ,n,nɡ
ç,x,x
s,sk,sk
ɡ,ɡ,ɡ
s,sk,sk
n,nɡ,nɡ
ɾç,ɾç,ɾç
ɾç,ɾx,ɾç
ns,ns,ns
x,x,ç
s,s,s
s,sk,sk
ɡ,ɡ,ɡ
ɾs,ɾs,ɾs
s,s,sk
nɡ,nɡ,nɡ
nx,nx,nx
ns,ns,ns
s,s,sk
n,n,nɡ
nɡ,n,nɡ
s,ɡ,s
nç,nx,nx
s,s,ɡ
s,s,sk
ç,ç,ç
n,nɡ,n
s,ɡ,s
ns,ns,ns
s,s,sk
lɡ,lɡ,l
ɾs,ɾs,ɾs
s,sk,s
s,sk,sk
ç,x,ç
s,sk,sk
s,ɡ,ɡ
ɡ,ɡ,s
s,s,sk
x,x,x
nç,nx,nx
ɾs,ɾs,ɾs
nɡ,nɡ,n
lɡ,lɡ,lɡ
ç,x,ç
ɡ,ɡ,s
ɡ,ɡ,ɡ
nç,nx,nç
sk,sk,s
s,ɡ,ɡ
ɡ,ɡ,s
l,l,lɡ
ɾç,ɾç,ɾx
ç,ç,x
n,nɡ,nɡ
s,s,sk
s,sk,s
nɡ,n,nɡ
ɾs,ɾs,ɾs
n,nɡ,nɡ
s,sk,sk
sk,sk,s
s,sk,s
ɾç,ɾx,ɾx
s,sk,sk
s,sk,s
nç,nx,nx
sk,sk,s
ç,x,x
ç,x,ç
nɡ,nɡ,nɡ
ç,x,x
ç,x,x
nç,nx,nç
x,x,ç
s,s,ɡ
n,nɡ,n
s,s,sk
ɾç,ɾx,ɾç
ɾx,ɾx,ɾç
l,lɡ,lɡ
ns,ns,ns
s,s,sk
ç,x,x
nç,nç,nç
n,n,nɡ
nç,nx,nx
n,nɡ,nɡ
s,sk,sk
nç,nç,nx
x,x,x
s,sk,sk
s,s,ɡ
ɾç,ɾx,ɾx
ç,ç,x
n,nɡ,nɡ
sk,sk,s
ns,ns,ns
ɾs,ɾs,ɾs
nx,nx,nx
s,sk,s
nç,nç,nç
nç,nç,nç
ɾs,ɾs,ɾs
nç,nx,nx
nɡ,nɡ,n
ç,x,ç
ç,x,ç
sk,sk,s
ç,x,x
x,x,x
n,n,nɡ
ç,x,ç
ns,ns,ns
x,x,x
n,nɡ,nɡ
nɡ,nɡ,n
sk,sk,s
s,sk,sk
ç,x,x
s,sk,sk
s,sk,s
ç,x,ç
nɡ,nɡ,nɡ
x,x,x
ns,ns,ns
s,s,sk
s,ɡ,s
s,ɡ,ɡ
x,x,ç
nç,nx,nx
s,sk,sk
n,n,n
sk,sk,s
ɡ,ɡ,ɡ
ɾs,ɾs,ɾs
nç,nx,nç
s,s,ɡ
nɡ,nɡ,nɡ
sk,sk,sk
l,lɡ,lɡ
s,sk,s
sk,sk,sk
ɾx,ɾx,ɾç
s,sk,sk
l,lɡ,l
ɾs,ɾs,ɾs
s,ɡ,ɡ
x,x,x
s,ɡ,ɡ
ɾs,ɾs,ɾs
sk,sk,s
s,sk,sk
n,nɡ,nɡ
n,nɡ,n
nx,nx,nç
s,s,s
x,x,ç
ç,x,x
s,sk,sk
s,ɡ,s
s,sk,sk
s,s,sk
x,x,ç
n,nɡ,n
sk,sk,s
sk,sk,sk
s,ɡ,s
s,s,sk
nɡ,nɡ,n
s,sk,sk
s,s,sk
s,sk,sk
nɡ,nɡ,n
s,sk,sk
ç,x,ç
s,sk,sk
s,sk,sk
s,sk,sk
nɡ,nɡ,nɡ
s,sk,sk
n,nɡ,n
ɡ,ɡ,s
ç,ç,x
x,x,x
nç,nx,nx
l,lɡ,l
ç,x,ç
ɾs,ɾs,ɾs
s,sk,sk
s,sk,sk
ç,ç,x
ç,x,x
s,sk,s
ɾç,ɾç,ɾç
s,s,s
ç,x,ç
s,sk,s
ç,x,x
ç,x,ç
sk,sk,s
s,sk,s
ç,x,x
nç,nç,nx
x,x,x
x,x,x
s,sk,sk
ɾç,ɾx,ɾx
s,sk,sk
sk,sk,sk
s,sk,sk
s,ɡ,ɡ
sk,sk,s
ɾs,ɾs,ɾs
s,sk,s
ns,ns,ns
n,nɡ,n
ç,x,ç
s,sk,sk
l,l,lɡ
s,ɡ,s
sk,sk,s
x,x,x
s,s,s
ç,ç,ç
s,ɡ,s
sk,sk,s
n,nɡ,nɡ
ns,ns,ns
ɾç,ɾx,ɾx
l,l,l
nɡ,nɡ,n
sk,sk,s
s,sk,s
sk,sk,sk
n,nɡ,nɡ
ɡ,ɡ,ɡ
s,sk,s
ç,x,x
sk,sk,s
lɡ,lɡ,l
nɡ,nɡ,n
s,sk,sk
x,x,ç
nɡ,n,nɡ
ç,x,x
s,s,s
ç,x,x
ç,x,ç
ɾs,ɾs,ɾs
sk,sk,s
sk,sk,sk
s,sk,sk
x,x,ç
s,ɡ,s
sk,sk,s
ç,ç,ç
ns,ns,ns
ç,x,x
n,nɡ,n
s,sk,sk
n,n,nɡ
sk,sk,sk
l,lɡ,lɡ
nɡ,n,nɡ
l,lɡ,l
n,n,n
nɡ,n,nɡ
sk,sk,sk
s,sk,s
ns,ns,ns
s,s,s
s,ɡ,ɡ
sk,sk,s
n,nɡ,n
ɾs,ɾs,ɾs
s,sk,sk
l,lɡ,lɡ
sk,sk,s
ç,x,ç
sk,sk,s
ç,x,x
ɾç,ɾx,ɾx
ç,ç,x
s,ɡ,s
n,nɡ,n
s,sk,s
ɾx,ɾx,ɾx
ɾs,ɾs,ɾs
s,sk,sk
s,sk,sk
nɡ,nɡ,nɡ
l,lɡ,l
n,nɡ,nɡ
nx,nx,nç
ç,x,x
nɡ,n,nɡ
ɡ,ɡ,ɡ
s,s,sk
s,sk,s
s,sk,s
sk,sk,s
ç,x,ç
sk,sk,sk
ɾç,ɾx,ɾç
ç,x,x
s,sk,sk
s,ɡ,ɡ
sk,sk,sk
nɡ,nɡ,nɡ
ç,ç,x
n,n,nɡ
n,nɡ,n
s,s,s
nç,nx,nç
n,nɡ,nɡ
nç,nx,nx
s,sk,sk
ç,ç,x
sk,sk,sk
s,sk,sk
sk,sk,sk
s,s,s
s,sk,s
nɡ,nɡ,n
n,nɡ,nɡ
ç,x,x
s,s,ɡ
l,lɡ,lɡ
lɡ,lɡ,l
s,ɡ,ɡ
s,sk,sk
ç,ç,x
ç,ç,x
ç,x,x
ç,x,ç
s,sk,sk
ns,ns,ns
ɾs,ɾs,ɾs
nç,nç,nx
x,x,x
n,nɡ,n
nɡ,n,nɡ
ɾs,ɾs,ɾs
ɾx,ɾx,ɾx
ç,x,x
ç,ç,x
s,sk,s
s,sk,s
nç,nx,nç
nɡ,nɡ,nɡ
s,ɡ,ɡ
nɡ,nɡ,nɡ
s,s,s
s,sk,sk
lɡ,lɡ,lɡ
ɾs,ɾs,ɾs
x,x,ç
n,nɡ,nɡ
l,lɡ,l
nɡ,n,nɡ
nx,nx,nx
s,s,ɡ
s,sk,sk
ɾç,ɾx,ɾç
lɡ,lɡ,lɡ
n,nɡ,nɡ
ɡ,ɡ,ɡ
n,nɡ,nɡ
s,sk,sk
s,sk,sk
sk,sk,s
n,nɡ,nɡ
sk,sk,sk
n,nɡ,nɡ
ç,x,x
nɡ,nɡ,nɡ
sk,sk,s
x,x,ç
ç,x,x
ɡ,ɡ,s
s,sk,s
nɡ,n,n
s,sk,s
n,nɡ,nɡ
ç,x,x
ns,ns,ns
ns,ns,ns
ɾç,ɾx,ɾç
ɾç,ɾx,ɾx
ç,ç,x
nç,nx,nç
s,sk,s
s,ɡ,ɡ
ɾs,ɾs,ɾs
nɡ,n,n
sk,sk,s
s,sk,sk
ɾx,ɾx,ɾç
ɾx,ɾx,ɾç
nx,nx,nç
s,sk,s
ç,x,x
ɾs,ɾs,ɾs
ç,ç,x
s,sk,sk
n,nɡ,n
nɡ,nɡ,nɡ
s,sk,s
ç,ç,ç
ç,ç,ç
sk,sk,sk
sk,sk,s
ç,ç,ç
nɡ,n,n
nɡ,nɡ,nɡ
l,lɡ,lɡ
sk,sk,s
ɾx,ɾx,ɾx
n,nɡ,n
s,s,s
sk,sk,sk
s,sk,sk
n,nɡ,n
nɡ,nɡ,n
s,ɡ,s
n,n,nɡ
l,lɡ,lɡ
ɾs,ɾs,ɾs
l,lɡ,l
s,sk,sk
ɡ,ɡ,s
x,x,ç
s,sk,sk
nɡ,nɡ,nɡ
sk,sk,sk
sk,sk,s
nɡ,nɡ,n
ns,ns,ns
ɾs,ɾs,ɾs
sk,sk,s
sk,sk,sk
s,sk,sk
l,lɡ,lɡ
s,sk,sk
ç,x,x
ɾs,ɾs,ɾs
nç,nx,nx
n,nɡ,n
ç,x,x
s,ɡ,s
ns,ns,ns
s,sk,sk
s,ɡ,ɡ
nɡ,nɡ,n
s,sk,s
s,sk,sk
s,ɡ,ɡ
sk,sk,sk
s,sk,s
ɾç,ɾx,ɾx
ɾs,ɾs,ɾs
ɡ,ɡ,s
n,nɡ,n
nɡ,nɡ,n
x,x,x
nx,nx,nç
nɡ,n,nɡ
sk,sk,sk
sk,sk,sk
s,sk,s
ns,ns,ns
s,sk,sk
n,nɡ,nɡ
s,sk,sk
n,nɡ,nɡ
n,n,nɡ
nɡ,nɡ,n
n,nɡ,n
s,s,sk
ç,x,x
ç,x,x
n,nɡ,nɡ
x,x,ç
sk,sk,sk
s,s,ɡ
ɾç,ɾx,ɾx
nɡ,nɡ,n
s,sk,sk
nç,nx,nç
s,sk,sk
x,x,x
ç,x,x
ns,ns,ns
ns,ns,ns
x,x,ç
ç,x,ç
s,sk,s
s,sk,sk
n,n,nɡ
nɡ,nɡ,nɡ
s,ɡ,s
n,nɡ,n
ç,x,ç
s,sk,sk
s,sk,sk
ç,x,ç
sk,sk,s
ns,ns,ns
n,nɡ,n
sk,sk,sk
s,sk,s
ns,ns,ns
s,sk,sk
n,nɡ,nɡ
n,nɡ,nɡ
nç,nx,nx
x,x,x
n,nɡ,nɡ
ç,x,x
x,x,ç
sk,sk,sk
s,s,sk
ç,x,ç
ns,ns,ns
ç,ç,x
s,sk,s
ç,x,ç
s,s,sk
l,lɡ,lɡ
n,n,n
s,sk,sk
ns,ns,ns
n,nɡ,n
sk,sk,sk
ç,x,x
ç,ç,x
ç,x,x
sk,sk,s
s,s,s
n,nɡ,n
nx,nx,nç
x,x,x
s,s,sk
s,s,sk
s,s,sk
sk,sk,s
x,x,ç
s,ɡ,ɡ
ɾç,ɾx,ɾç
s,sk,sk
nɡ,nɡ,nɡ
nɡ,n,nɡ
nɡ,n,n
s,sk,sk
ɡ,ɡ,s
sk,sk,s
ç,x,x
s,ɡ,ɡ
nɡ,n,n
ns,ns,ns
ç,x,ç
s,ɡ,s
x,x,x
lɡ,lɡ,l
s,sk,s
n,n,nɡ
nɡ,n,nɡ
x,x,ç
s,ɡ,s
ç,x,ç
x,x,ç
nç,nx,nx
s,sk,sk
s,s,sk
s,s,sk
ç,x,x
ns,ns,ns
x,x,ç
ɾs,ɾs,ɾs
s,ɡ,ɡ
nç,nx,nç
s,ɡ,ɡ
nɡ,n,nɡ
nɡ,nɡ,n
s,s,sk
ns,ns,ns
s,ɡ,ɡ
ɡ,ɡ,ɡ
ɡ,ɡ,ɡ
s,sk,sk
x,x,ç
ns,ns,ns
nɡ,nɡ,nɡ
sk,sk,sk
sk,sk,sk
ç,ç,x
s,sk,s
sk,sk,sk
s,s,s
ç,x,ç
nɡ,nɡ,n
n,nɡ,nɡ
s,sk,sk
x,x,ç
s,s,ɡ
nɡ,nɡ,nɡ
nx,nx,nç
sk,sk,sk
ɾx,ɾx,ɾç
sk,sk,sk
sk,sk,s
nɡ,nɡ,n
x,x,ç
sk,sk,sk
s,sk,sk
nɡ,n,nɡ
s,sk,sk
ɡ,ɡ,s
ç,x,x
n,nɡ,n
ɾç,ɾx,ɾç
ɾs,ɾs,ɾs
s,sk,sk
s,s,sk
nɡ,nɡ,nɡ
x,x,ç
s,s,s
ns,ns,ns
ç,ç,ç
ɡ,ɡ,s
n,nɡ,nɡ
ç,x,x
ç,x,x
nɡ,nɡ,n
sk,sk,sk
nç,nç,nç
s,sk,s
s,sk,sk
s,ɡ,s
s,sk,sk
ç,x,ç
x,x,x
n,n,nɡ
ç,ç,x
s,sk,sk
ɾs,ɾs,ɾs
ɡ,ɡ,ɡ
s,s,sk
s,s,sk
lɡ,lɡ,l
ç,x,ç
s,sk,sk
s,sk,sk
nɡ,nɡ,nɡ
s,sk,s
sk,sk,sk
l,lɡ,lɡ
sk,sk,sk
x,x,ç
s,s,s
ɾs,ɾs,ɾs
ns,ns,ns
nɡ,nɡ,n
sk,sk,s
s,sk,s
sk,sk,s
s,sk,s
ɡ,ɡ,ɡ
n,nɡ,nɡ
sk,sk,sk
s,s,sk
l,lɡ,l
x,x,ç
ɾs,ɾs,ɾs
s,s,sk
s,sk,s
s,s,sk
n,nɡ,n
lɡ,lɡ,lɡ
sk,sk,s
ç,x,ç
s,ɡ,ɡ
x,x,ç
ç,ç,x
lɡ,lɡ,lɡ
sk,sk,sk
x,x,x
nɡ,n,nɡ
sk,sk,sk
ç,x,x
s,sk,sk
n,nɡ,nɡ
lɡ,lɡ,lɡ
sk,sk,sk
x,x,x
s,sk,sk
ɾs,ɾs,ɾs
ɾç,ɾx,ɾx
s,sk,s
s,sk,s
x,x,ç
ns,ns,ns
nɡ,nɡ,nɡ
x,x,x
l,l,l
s,ɡ,s
nɡ,n,nɡ
n,nɡ,nɡ
n,nɡ,nɡ
x,x,x
lɡ,lɡ,l
s,s,sk
s,sk,sk
sk,sk,sk
x,x,ç
nç,nç,nx
s,sk,sk
s,s,s
s,sk,s
l,lɡ,l
s,sk,s
ɾç,ɾç,ɾç
s,sk,s
n,nɡ,nɡ
s,sk,sk
nɡ,nɡ,n
n,nɡ,nɡ
ç,x,x
ɾç,ɾx,ɾx
sk,sk,s
ns,ns,ns
sk,sk,sk
x,x,ç
s,sk,s
ç,x,ç
x,x,x
ç,ç,x
s,s,ɡ
ɾx,ɾx,ɾç
nɡ,n,n
x,x,ç
n,nɡ,n
nɡ,nɡ,nɡ
l,lɡ,lɡ
s,sk,sk
ɾç,ɾx,ɾx
ɾx,ɾx,ɾx
s,sk,sk
s,ɡ,s
s,sk,s
n,nɡ,n
nɡ,nɡ,nɡ
sk,sk,s
n,nɡ,nɡ
ɾç,ɾx,ɾx
s,sk,sk
s,sk,s
nɡ,nɡ,nɡ
nɡ,nɡ,n
nç,nx,nç
n,n,nɡ
s,ɡ,ɡ
nɡ,nɡ,n
sk,sk,s
ns,ns,ns
ns,ns,ns
s,s,s
ɾs,ɾs,ɾs
ç,x,x
s,s,sk
