src1_sf,src2_sf,tgt_sf
ç,x,x
ç,x,x
ç,x,ç
s,ɡ,ɡ
s,sk,s
s,s,sk
lɡ,lɡ,l
x,x,x
nç,nx,nx
ç,x,ç
s,sk,s
s,ɡ,ɡ
s,sk,sk
l,lɡ,l
n,n,n
s,s,s
nç,nx,nx
s,sk,sk
n,nɡ,n
ç,x,x
l,l,lɡ
n,n,nɡ
x,x,x
ɾs,ɾs,ɾs
sk,sk,s
s,sk,sk
x,x,ç
nɡ,n,nɡ
ɾs,ɾs,ɾs
ɾs,ɾs,ɾs
s,sk,sk
nx,nx,nç
nɡ,nɡ,nɡ
l,lɡ,lɡ
ç,x,x
sk,sk,sk
s,sk,s
ns,ns,ns
ɾs,ɾs,ɾs
s,sk,sk
ç,x,x
s,sk,s
lɡ,lɡ,l
s,s,sk
ns,ns,ns
s,ɡ,s
ns,ns,ns
lɡ,lɡ,lɡ
s,sk,sk
ns,ns,ns
s,sk,s
nɡ,nɡ,n
s,ɡ,s
s,sk,s
s,s,s
s,sk,s
s,sk,sk
x,x,ç
x,x,ç
s,sk,sk
ɾs,ɾs,ɾs
l,lɡ,l
nx,nx,nç
ç,x,x
s,s,sk
ç,ç,x
s,sk,s
ɡ,ɡ,ɡ
ç,x,ç
s,sk,s
n,nɡ,n
s,sk,s
s,s,s
sk,sk,sk
sk,sk,s
l,lɡ,lɡ
sk,sk,s
ç,x,x
ç,x,x
ns,ns,ns
s,sk,sk
s,s,s
s,sk,s
ɾx,ɾx,ɾç
s,sk,sk
sk,sk,sk
ɾç,ɾx,ɾx
ɾs,ɾs,ɾs
x,x,x
s,sk,sk
nç,nç,nx
n,n,nɡ
ɾç,ɾx,ɾç
sk,sk,sk
s,ɡ,s
ç,x,x
n,nɡ,n
nɡ,nɡ,nɡ
s,sk,sk
s,ɡ,ɡ
ns,ns,ns
nç,nx,nx
n,nɡ,nɡ
s,sk,sk
s,ɡ,ɡ
s,ɡ,ɡ
ç,x,x
s,sk,sk
s,s,sk
l,lɡ,lɡ
ɾs,ɾs,ɾs
s,sk,sk
nɡ,n,nɡ
s,sk,s
nɡ,nɡ,n
ɾs,ɾs,ɾs
ns,ns,ns
s,sk,sk
s,sk,s
nɡ,nɡ,n
ɾx,ɾx,ɾç
nɡ,n,nɡ
s,s,ɡ
ç,x,x
nç,nx,nx
s,sk,sk
lɡ,lɡ,l
sk,sk,s
nɡ,n,nɡ
ns,ns,ns
ɡ,ɡ,ɡ
nç,nx,nx
s,sk,s
ç,x,x
s,sk,s
nç,nx,nx
ns,ns,ns
n,n,nɡ
n,nɡ,nɡ
l,l,l
sk,sk,s
s,sk,s
ç,x,x
s,sk,s
l,l,lɡ
ɾx,ɾx,ɾx
sk,sk,sk
s,sk,s
ç,x,ç
s,s,sk
nɡ,nɡ,n
x,x,ç
s,sk,s
s,sk,sk
s,ɡ,s
sk,sk,sk
s,sk,sk
s,ɡ,ɡ
s,sk,s
n,n,nɡ
ç,x,ç
sk,sk,sk
l,lɡ,l
ç,x,ç
s,s,sk
nç,nx,nx
s,sk,sk
ç,x,ç
ns,ns,ns
ç,x,x
sk,sk,s
x,x,x
lɡ,lɡ,l
n,n,nɡ
s,sk,s
sk,sk,sk
ɡ,ɡ,s
s,sk,sk
sk,sk,sk
nɡ,nɡ,n
s,ɡ,ɡ
lɡ,lɡ,l
s,s,sk
ɡ,ɡ,ɡ
ns,ns,ns
s,sk,s
n,nɡ,nɡ
ɾs,ɾs,ɾs
nɡ,nɡ,n
nx,nx,nx
l,lɡ,lɡ
n,nɡ,nɡ
nx,nx,nx
ns,ns,ns
s,sk,sk
x,x,x
ç,ç,x
n,n,nɡ
s,s,s
ns,ns,ns
n,nɡ,nɡ
s,s,ɡ
ɾç,ɾç,ɾx
sk,sk,s
x,x,x
ɡ,ɡ,s
s,sk,sk
n,nɡ,nɡ
l,l,lɡ
s,sk,sk
ɾs,ɾs,ɾs
nɡ,nɡ,n
ɾx,ɾx,ɾx
x,x,ç
sk,sk,sk
sk,sk,s
ç,x,x
ɾs,ɾs,ɾs
ns,ns,ns
l,lɡ,l
n,nɡ,nɡ
nɡ,nɡ,nɡ
ç,x,ç
ç,x,ç
ç,x,x
ɾx,ɾx,ɾç
s,sk,sk
nɡ,nɡ,nɡ
s,sk,sk
s,s,sk
s,sk,sk
n,nɡ,n
ç,x,ç
ç,x,x
s,sk,s
nɡ,nɡ,nɡ
s,ɡ,ɡ
nç,nx,nç
ç,ç,x
s,sk,sk
x,x,x
s,ɡ,s
n,nɡ,nɡ
s,sk,sk
x,x,x
x,x,x
ç,x,ç
n,nɡ,n
l,lɡ,l
nɡ,nɡ,nɡ
ɾx,ɾx,ɾx
ɾç,ɾx,ɾx
x,x,x
ç,ç,ç
x,x,x
ɾs,ɾs,ɾs
sk,sk,sk
sk,sk,sk
s,ɡ,s
lɡ,lɡ,lɡ
sk,sk,sk
s,sk,sk
ç,x,ç
s,ɡ,s
sk,sk,s
nɡ,nɡ,n
x,x,x
s,ɡ,s
n,nɡ,n
l,lɡ,lɡ
nɡ,nɡ,nɡ
s,s,sk
sk,sk,sk
ɾç,ɾx,ɾç
ç,ç,x
s,sk,sk
s,sk,sk
x,x,ç
n,nɡ,nɡ
ç,x,x
sk,sk,s
nɡ,n,nɡ
x,x,ç
nx,nx,nç
s,sk,s
x,x,ç
ç,x,x
s,s,sk
s,sk,sk
n,n,n
s,sk,s
sk,sk,sk
n,nɡ,n
ns,ns,ns
n,n,n
x,x,ç
ç,x,ç
l,lɡ,lɡ
n,nɡ,nɡ
ɾs,ɾs,ɾs
s,sk,sk
s,ɡ,ɡ
ɾs,ɾs,ɾs
s,sk,sk
s,s,s
sk,sk,s
s,sk,s
x,x,ç
ç,ç,ç
s,sk,sk
nɡ,nɡ,nɡ
s,sk,s
ɾs,ɾs,ɾs
x,x,ç
ç,x,x
n,n,n
n,n,nɡ
s,sk,sk
n,n,nɡ
s,sk,s
n,nɡ,n
ç,x,x
n,nɡ,nɡ
s,sk,sk
nç,nx,nx
l,lɡ,lɡ
sk,sk,sk
x,x,ç
ç,x,x
ns,ns,ns
n,n,n
nɡ,n,nɡ
ɡ,ɡ,ɡ
l,l,lɡ
ɾs,ɾs,ɾs
ɾs,ɾs,ɾs
nx,nx,nç
ç,x,x
n,nɡ,nɡ
sk,sk,sk
nɡ,nɡ,nɡ
nɡ,nɡ,n
s,ɡ,s
nx,nx,nç
s,sk,s
ɡ,ɡ,ɡ
nɡ,nɡ,nɡ
s,ɡ,ɡ
sk,sk,s
sk,sk,sk
s,sk,sk
s,sk,s
s,sk,sk
ns,ns,ns
s,sk,sk
sk,sk,sk
ɾs,ɾs,ɾs
s,sk,s
s,sk,sk
nç,nx,nç
ɡ,ɡ,ɡ
sk,sk,sk
n,nɡ,nɡ
s,sk,s
s,ɡ,ɡ
s,sk,sk
n,nɡ,nɡ
s,s,sk
ɡ,ɡ,s
n,n,n
ç,x,x
ç,x,x
sk,sk,sk
ɡ,ɡ,ɡ
s,sk,s
s,sk,sk
ç,x,ç
n,nɡ,nɡ
n,nɡ,n
nɡ,nɡ,n
s,sk,sk
x,x,ç
ɾx,ɾx,ɾç
s,sk,sk
s,ɡ,s
nɡ,n,nɡ
s,sk,sk
sk,sk,s
ç,x,x
nɡ,nɡ,nɡ
ç,ç,x
s,sk,sk
s,sk,sk
sk,sk,sk
s,s,sk
ç,ç,x
sk,sk,sk
s,sk,sk
sk,sk,s
ç,x,ç
ɾs,ɾs,ɾs
ç,x,x
ç,x,ç
n,nɡ,n
n,nɡ,n
s,ɡ,ɡ
s,sk,sk
l,lɡ,lɡ
x,x,ç
ns,ns,ns
sk,sk,s
sk,sk,sk
ç,ç,ç
nɡ,n,nɡ
ns,ns,ns
s,sk,s
n,nɡ,n
n,nɡ,nɡ
s,sk,s
x,x,x
s,ɡ,s
sk,sk,s
n,nɡ,n
n,nɡ,n
sk,sk,sk
sk,sk,s
s,sk,sk
nx,nx,nç
ɡ,ɡ,s
s,sk,sk
nç,nx,nç
s,sk,sk
l,lɡ,lɡ
s,ɡ,s
x,x,x
sk,sk,sk
ɾs,ɾs,ɾs
ɡ,ɡ,ɡ
s,sk,sk
s,sk,sk
x,x,ç
ç,ç,x
ç,x,ç
nɡ,nɡ,nɡ
s,sk,s
ɾs,ɾs,ɾs
ɾs,ɾs,ɾs
ns,ns,ns
l,lɡ,lɡ
n,n,n
n,nɡ,n
s,sk,s
s,sk,sk
s,ɡ,s
ç,x,x
lɡ,lɡ,lɡ
s,s,ɡ
sk,sk,s
s,sk,sk
ç,x,x
s,ɡ,ɡ
sk,sk,s
ɾx,ɾx,ɾx
s,sk,sk
nx,nx,nç
s,sk,sk
ç,x,ç
nx,nx,nx
s,sk,s
x,x,ç
ns,ns,ns
nɡ,n,nɡ
nɡ,nɡ,n
s,ɡ,ɡ
sk,sk,sk
x,x,ç
s,sk,s
sk,sk,s
s,sk,sk
s,sk,sk
ç,x,x
s,ɡ,ɡ
s,sk,s
l,lɡ,lɡ
ɾç,ɾx,ɾç
ɡ,ɡ,s
ns,ns,ns
s,sk,sk
l,lɡ,lɡ
ɾç,ɾç,ɾx
nɡ,n,n
x,x,x
ns,ns,ns
s,sk,s
ɾç,ɾx,ɾx
ɾx,ɾx,ɾx
ns,ns,ns
l,lɡ,l
lɡ,lɡ,l
ɾs,ɾs,ɾs
sk,sk,s
ɾs,ɾs,ɾs
n,n,nɡ
nɡ,n,nɡ
sk,sk,s
sk,sk,s
s,sk,s
l,lɡ,l
ç,x,x
nɡ,nɡ,n
x,x,x
ç,x,ç
sk,sk,s
sk,sk,sk
ç,x,ç
ç,ç,x
s,ɡ,ɡ
sk,sk,sk
ç,ç,ç
s,s,s
ɾç,ɾç,ɾx
nɡ,nɡ,n
s,ɡ,ɡ
x,x,x
s,sk,sk
ɾç,ɾx,ɾx
s,sk,s
s,sk,s
ç,x,x
sk,sk,s
ɾç,ɾx,ɾx
s,sk,sk
s,sk,sk
sk,sk,s
ɾs,ɾs,ɾs
s,sk,s
s,s,ɡ
s,sk,sk
s,s,sk
s,sk,s
ɾs,ɾs,ɾs
n,nɡ,n
s,sk,sk
sk,sk,sk
ç,x,x
ɡ,ɡ,ɡ
x,x,x
ç,ç,ç
nɡ,nɡ,nɡ
s,sk,s
nɡ,nɡ,nɡ
ɾs,ɾs,ɾs
sk,sk,s
sk,sk,sk
s,sk,sk
x,x,ç
s,sk,sk
s,ɡ,ɡ
ɾs,ɾs,ɾs
s,sk,sk
l,lɡ,lɡ
ç,x,x
sk,sk,sk
lɡ,lɡ,lɡ
s,s,sk
ç,x,x
ns,ns,ns
ç,x,ç
s,sk,sk
ɾs,ɾs,ɾs
s,sk,sk
ç,x,ç
l,lɡ,l
ɡ,ɡ,s
ɾs,ɾs,ɾs
s,s,sk
x,x,ç
x,x,x
ɡ,ɡ,ɡ
n,nɡ,n
sk,sk,s
ɾç,ɾx,ɾx
s,sk,sk
s,sk,s
ɾç,ɾx,ɾx
ç,ç,x
nɡ,nɡ,n
ns,ns,ns
sk,sk,s
s,s,sk
sk,sk,sk
nɡ,nɡ,n
ɾç,ɾx,ɾx
s,sk,s
nɡ,n,n
sk,sk,sk
s,sk,sk
s,sk,sk
n,n,n
ç,x,x
ɾs,ɾs,ɾs
sk,sk,sk
ɡ,ɡ,s
ç,x,x
ɾç,ɾç,ɾx
s,sk,sk
s,sk,s
s,sk,sk
sk,sk,s
s,sk,s
s,ɡ,ɡ
s,s,s
n,n,nɡ
ç,x,x
ɾç,ɾx,ɾx
sk,sk,sk
nx,nx,nx
x,x,x
sk,sk,s
ç,x,ç
l,lɡ,lɡ
ɡ,ɡ,s
s,ɡ,ɡ
s,ɡ,ɡ
nx,nx,nx
nɡ,nɡ,n
s,sk,sk
n,nɡ,nɡ
n,nɡ,nɡ
ɾs,ɾs,ɾs
nɡ,nɡ,nɡ
ɾç,ɾç,ɾç
s,ɡ,ɡ
ɾs,ɾs,ɾs
nɡ,n,n
x,x,x
ɾs,ɾs,ɾs
s,ɡ,ɡ
s,sk,sk
sk,sk,s
ɾç,ɾx,ɾç
nɡ,nɡ,n
s,s,ɡ
nɡ,nɡ,n
sk,sk,s
n,nɡ,nɡ
sk,sk,sk
nɡ,n,n
s,sk,sk
s,s,sk
n,nɡ,nɡ
ɡ,ɡ,s
s,sk,sk
nɡ,n,n
x,x,x
n,n,nɡ
ɾx,ɾx,ɾx
sk,sk,sk
ç,x,x
l,lɡ,lɡ
sk,sk,sk
ç,x,ç
nɡ,nɡ,n
sk,sk,s
ɡ,ɡ,s
s,sk,sk
s,sk,sk
nɡ,nɡ,n
ç,x,x
ç,x,ç
sk,sk,s
ɾs,ɾs,ɾs
ɾs,ɾs,ɾs
s,s,s
n,nɡ,nɡ
ɾs,ɾs,ɾs
nɡ,n,n
ç,x,ç
l,lɡ,l
ɾx,ɾx,ɾç
s,s,sk
s,sk,sk
s,sk,sk
n,nɡ,nɡ
s,sk,sk
ç,x,ç
ç,x,x
ç,ç,ç
sk,sk,s
nɡ,nɡ,n
ɾs,ɾs,ɾs
nɡ,nɡ,nɡ
ɾç,ɾx,ɾx
ç,x,x
nɡ,nɡ,n
ɾs,ɾs,ɾs
ç,x,x
nç,nx,nx
ɾs,ɾs,ɾs
sk,sk,s
ɡ,ɡ,s
ɾç,ɾx,ɾç
n,nɡ,nɡ
nɡ,nɡ,n
nç,nx,nç
ɾx,ɾx,ɾç
nç,nx,nx
sk,sk,s
x,x,x
s,sk,s
ç,x,x
s,ɡ,s
s,s,s
nɡ,n,n
sk,sk,sk
ns,ns,ns
ɾç,ɾx,ɾç
s,sk,sk
nç,nx,nç
sk,sk,sk
nɡ,nɡ,n
ç,x,x
ç,x,x
ns,ns,ns
nç,nç,nç
nɡ,nɡ,nɡ
s,s,s
sk,sk,s
n,nɡ,nɡ
s,sk,sk
n,nɡ,nɡ
ç,ç,x
nɡ,nɡ,nɡ
sk,sk,sk
l,lɡ,lɡ
sk,sk,s
l,lɡ,l
s,s,sk
nx,nx,nç
nɡ,n,nɡ
s,sk,s
ç,x,x
ɾç,ɾx,ɾx
ç,ç,x
nɡ,n,n
s,sk,sk
s,s,sk
s,ɡ,s
s,sk,s
ç,x,x
lɡ,lɡ,l
s,sk,sk
ç,x,ç
s,sk,sk
x,x,x
n,nɡ,nɡ
ç,ç,ç
ɡ,ɡ,ɡ
s,s,s
s,s,sk
s,sk,s
sk,sk,s
s,sk,s
x,x,x
ç,x,ç
s,s,s
sk,sk,s
sk,sk,sk
s,sk,sk
ɾs,ɾs,ɾs
s,s,s
s,sk,sk
sk,sk,s
n,nɡ,nɡ
sk,sk,s
s,sk,s
s,ɡ,ɡ
s,ɡ,s
x,x,ç
x,x,ç
n,nɡ,n
s,s,s
ɾç,ɾx,ɾç
n,nɡ,nɡ
sk,sk,sk
ç,x,ç
s,s,s
nɡ,nɡ,nɡ
s,s,sk
n,nɡ,n
ç,x,x
n,nɡ,nɡ
nɡ,nɡ,n
s,sk,s
l,lɡ,l
l,lɡ,lɡ
l,lɡ,lɡ
ɾs,ɾs,ɾs
s,ɡ,s
ɾç,ɾx,ɾç
ç,ç,x
sk,sk,s
sk,sk,sk
s,sk,sk
ɾs,ɾs,ɾs
ɾç,ɾx,ɾç
s,sk,s
ç,x,ç
x,x,ç
nɡ,n,nɡ
s,sk,s
ns,ns,ns
s,sk,sk
ç,x,x
ç,x,x
nɡ,nɡ,nɡ
s,ɡ,s
lɡ,lɡ,l
ç,ç,ç
s,sk,s
l,lɡ,l
nɡ,nɡ,n
n,nɡ,nɡ
s,ɡ,ɡ
l,lɡ,lɡ
n,nɡ,n
ç,x,x
ç,x,ç
n,n,n
s,sk,sk
sk,sk,s
n,nɡ,nɡ
ɾç,ɾç,ɾç
nɡ,nɡ,n
sk,sk,sk
s,sk,s
s,sk,sk
sk,sk,s
nɡ,n,n
s,s,ɡ
nɡ,nɡ,nɡ
sk,sk,sk
s,sk,sk
ɾs,ɾs,ɾs
l,lɡ,l
sk,sk,sk
nɡ,nɡ,n
ɾç,ɾx,ɾç
x,x,ç
s,sk,sk
x,x,ç
s,s,sk
nɡ,n,nɡ
s,sk,sk
l,lɡ,lɡ
ɾç,ɾx,ɾç
n,nɡ,nɡ
sk,sk,s
s,s,sk
s,sk,sk
s,s,sk
nɡ,nɡ,nɡ
ɡ,ɡ,ɡ
ç,x,x
nɡ,nɡ,nɡ
ns,ns,ns
ɾs,ɾs,ɾs
n,nɡ,nɡ
s,sk,sk
nɡ,n,nɡ
ç,ç,x
s,s,s
sk,sk,s
ç,ç,x
s,sk,sk
x,x,x
sk,sk,sk
s,ɡ,ɡ
s,ɡ,s
sk,sk,s
ns,ns,ns
ç,x,x
n,nɡ,nɡ
s,ɡ,ɡ
ɾs,ɾs,ɾs
s,sk,sk
s,sk,sk
l,lɡ,lɡ
s,sk,s
nɡ,nɡ,nɡ
x,x,ç
l,l,lɡ
s,s,sk
l,lɡ,l
s,sk,s
x,x,x
sk,sk,s
s,ɡ,s
nx,nx,nx
ns,ns,ns
s,s,sk
nɡ,n,nɡ
s,sk,sk
ɾs,ɾs,ɾs
s,s,ɡ
s,sk,sk
ɾs,ɾs,ɾs
ns,ns,ns
nɡ,nɡ,nɡ
x,x,ç
s,sk,s
l,lɡ,lɡ
ɾs,ɾs,ɾs
ç,x,x
s,ɡ,s
ç,x,x
n,nɡ,nɡ
ɾs,ɾs,ɾs
s,s,sk
s,sk,sk
sk,sk,sk
sk,sk,s
sk,sk,s
ç,x,x
ns,ns,ns
nɡ,nɡ,nɡ
sk,sk,sk
n,nɡ,n
nɡ,nɡ,nɡ
s,sk,sk
n,nɡ,nɡ
s,s,s
ɾs,ɾs,ɾs
s,s,sk
ç,x,x
s,sk,s
nç,nx,nx
ç,x,x
n,nɡ,n
s,sk,s
nɡ,nɡ,n
sk,sk,s
ɾs,ɾs,ɾs
ɾs,ɾs,ɾs
nɡ,nɡ,n
s,ɡ,ɡ
s,sk,sk
s,ɡ,ɡ
s,s,s
nɡ,n,nɡ
s,sk,sk
sk,sk,sk
s,sk,sk
s,sk,sk
n,nɡ,nɡ
ns,ns,ns
n,nɡ,n
nɡ,nɡ,n
sk,sk,s
s,sk,s
s,sk,sk
nɡ,n,n
n,n,nɡ
ɾs,ɾs,ɾs
ç,ç,x
ɾs,ɾs,ɾs
nɡ,n,nɡ
s,ɡ,s
s,sk,s
nɡ,nɡ,nɡ
sk,sk,s
s,s,s
ns,ns,ns
ç,x,x
x,x,x
nx,nx,nç
sk,sk,s
ç,x,ç
n,n,n
x,x,ç
s,sk,sk
nç,nx,nx
s,sk,sk
s,s,s
lɡ,lɡ,lɡ
s,sk,sk
s,sk,s
l,lɡ,l
ɾs,ɾs,ɾs
ç,x,x
s,s,s
ç,ç,ç
sk,sk,s
n,nɡ,n
ç,x,x
ɾs,ɾs,ɾs
n,nɡ,nɡ
ɾs,ɾs,ɾs
sk,sk,sk
n,nɡ,nɡ
x,x,ç
ns,ns,ns
s,s,ɡ
nɡ,nɡ,n
ns,ns,ns
lɡ,lɡ,lɡ
sk,sk,sk
x,x,x
nɡ,nɡ,n
ç,x,x
n,nɡ,nɡ
s,sk,s
ɾs,ɾs,ɾs
ɾs,ɾs,ɾs
nɡ,nɡ,n
s,sk,s
n,nɡ,nɡ
n,nɡ,nɡ
ç,x,ç
ç,x,ç
ç,ç,x
n,nɡ,n
nç,nx,nx
ɾç,ɾç,ɾç
sk,sk,sk
ç,x,ç
s,sk,s
ç,x,x
x,x,ç
ç,x,x
nɡ,nɡ,nɡ
s,sk,sk
s,sk,s
ns,ns,ns
ɾç,ɾx,ɾç
s,ɡ,s
s,sk,sk
ɾç,ɾx,ɾç
sk,sk,s
x,x,x
ɾs,ɾs,ɾs
s,ɡ,ɡ
nɡ,nɡ,n
lɡ,lɡ,lɡ
ç,x,ç
ɾç,ɾx,ɾç
s,sk,s
sk,sk,s
s,s,sk
s,sk,sk
l,lɡ,lɡ
lɡ,lɡ,lɡ
ns,ns,ns
l,lɡ,lɡ
nç,nx,nç
ç,ç,x
ç,x,ç
x,x,ç
n,n,nɡ
x,x,x
n,nɡ,n
n,nɡ,n
s,s,ɡ
n,nɡ,nɡ
ç,ç,x
s,s,s
x,x,x
sk,sk,sk
nç,nx,nx
lɡ,lɡ,l
sk,sk,sk
ç,x,x
s,sk,sk
nx,nx,nx
x,x,x
s,ɡ,ɡ
n,nɡ,n
s,sk,sk
s,s,sk
s,s,ɡ
nç,nx,nç
ɾs,ɾs,ɾs
nç,nx,nx
s,ɡ,ɡ
s,sk,s
s,sk,sk
ç,x,ç
s,sk,sk
ç,x,x
n,n,n
nɡ,nɡ,nɡ
x,x,ç
ɾs,ɾs,ɾs
s,s,sk
ɾs,ɾs,ɾs
s,s,sk
ç,x,ç
sk,sk,s
sk,sk,sk
s,s,sk
sk,sk,sk
s,sk,sk
n,nɡ,n
ç,x,ç
ç,x,ç
nx,nx,nx
s,sk,s
n,nɡ,n
ns,ns,ns
l,lɡ,lɡ
l,lɡ,lɡ
ç,x,x
s,sk,s
s,sk,sk
x,x,ç
nɡ,nɡ,nɡ
ɾs,ɾs,ɾs
nɡ,nɡ,nɡ
nç,nx,nç
ɾç,ɾx,ɾx
n,nɡ,nɡ
ɾç,ɾç,ɾç
n,nɡ,nɡ
ns,ns,ns
sk,sk,sk
n,nɡ,nɡ
x,x,x
ɡ,ɡ,ɡ
s,sk,sk
s,s,sk
n,n,nɡ
nx,nx,nç
sk,sk,s
n,n,nɡ
l,lɡ,l
sk,sk,sk
ɾx,ɾx,ɾx
n,nɡ,nɡ
s,sk,sk
ç,ç,x
ç,x,x
ɾç,ɾç,ɾx
ç,x,x
s,sk,s
s,s,sk
nɡ,nɡ,nɡ
ç,ç,x
ç,x,x
ç,x,x
n,nɡ,nɡ
n,nɡ,n
nɡ,nɡ,n
ɡ,ɡ,s
ç,ç,x
nç,nç,nx
nç,nx,nx
s,sk,sk
x,x,x
s,sk,sk
ç,ç,x
ns,ns,ns
n,nɡ,nɡ
ç,ç,x
ç,x,x
sk,sk,sk
nɡ,nɡ,nɡ
ç,x,x
ç,ç,x
n,nɡ,nɡ
ç,x,x
n,nɡ,n
nɡ,n,n
l,lɡ,l
s,sk,sk
sk,sk,s
ns,ns,ns
s,sk,s
ç,ç,x
ɾx,ɾx,ɾç
l,l,lɡ
l,l,l
s,sk,sk
nç,nx,nx
x,x,ç
s,s,sk
n,n,nɡ
s,sk,sk
n,nɡ,nɡ
s,sk,s
